"","LOB","MC","ROB"
"Low_Prob_1",46.5073356628418,46.5073356628418,46.5073356628418
"Low_Prob_2",42906.5234375,42906.5234375,42906.5234375
"Low_Prob_3",NA,NA,NA
"Low_Prob_4",NA,NA,NA
"Med_Prob_1",544.958284485261,180.438574177902,539.977245757409
"Med_Prob_2",3301.63300463474,1474.00360503346,3278.30003037911
"Med_Prob_3",NA,NA,NA
"Med_Prob_4",NA,NA,NA
"High_Prob_1",904.798316878432,319.111145984009,896.979476057335
"High_Prob_2",2693.46639399973,1149.4335570379,2673.69989383195
"High_Prob_3",NA,NA,NA
"High_Prob_4",NA,NA,NA
