Type,Species,Life_Stage,Hydraulic,Node,ProbabilityThreshold,Position,Limits,Unit,Q_Calculation,TimePeriod,bottom_type,MaxPercentage,MeanPercentage
Hydraulic_limit2,Steelhead,Migration,Velocity,F300,Thresh,LOB,3.1,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Migration,Velocity,F300,Thresh,MC,3.1,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Migration,Velocity,F300,Thresh,ROB,3.1,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Q_limit1,Steelhead,Migration_Prolonged,Depth,F300,Thresh,LOB,545.71,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit1,Steelhead,Migration_Prolonged,Depth,F300,Thresh,MC,25.23,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit1,Steelhead,Migration_Prolonged,Depth,F300,Thresh,ROB,545.71,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit2,Steelhead,Migration_Prolonged,Depth,F300,Thresh,LOB,545.71,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit2,Steelhead,Migration_Prolonged,Depth,F300,Thresh,MC,25.23,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit2,Steelhead,Migration_Prolonged,Depth,F300,Thresh,ROB,545.71,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Migration_Prolonged,Depth,F300,Thresh,LOB,23,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Migration_Prolonged,Depth,F300,Thresh,MC,23,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Migration_Prolonged,Depth,F300,Thresh,ROB,23,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Migration_Prolonged,Depth,F300,Thresh,LOB,23,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Migration_Prolonged,Depth,F300,Thresh,MC,23,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Migration_Prolonged,Depth,F300,Thresh,ROB,23,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit1,Steelhead,Migration_Prolonged,Velocity,F300,Thresh,LOB,111.3,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Q_limit1,Steelhead,Migration_Prolonged,Velocity,F300,Thresh,MC,1.97,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Q_limit1,Steelhead,Migration_Prolonged,Velocity,F300,Thresh,ROB,111.3,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Q_limit2,Steelhead,Migration_Prolonged,Velocity,F300,Thresh,LOB,1940.11,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Q_limit2,Steelhead,Migration_Prolonged,Velocity,F300,Thresh,MC,214.63,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Q_limit2,Steelhead,Migration_Prolonged,Velocity,F300,Thresh,ROB,1940.11,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Migration_Prolonged,Velocity,F300,Thresh,LOB,0,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Migration_Prolonged,Velocity,F300,Thresh,MC,0.19,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Migration_Prolonged,Velocity,F300,Thresh,ROB,0,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Migration_Prolonged,Velocity,F300,Thresh,LOB,2,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Migration_Prolonged,Velocity,F300,Thresh,MC,2,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Migration_Prolonged,Velocity,F300,Thresh,ROB,2,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Q_limit1,Steelhead,Smolts,Depth,F300,Thresh,LOB,252.3,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit1,Steelhead,Smolts,Depth,F300,Thresh,MC,10.96,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit1,Steelhead,Smolts,Depth,F300,Thresh,ROB,252.3,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit2,Steelhead,Smolts,Depth,F300,Thresh,LOB,252.3,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit2,Steelhead,Smolts,Depth,F300,Thresh,MC,10.96,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit2,Steelhead,Smolts,Depth,F300,Thresh,ROB,252.3,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Smolts,Depth,F300,Thresh,LOB,12,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Smolts,Depth,F300,Thresh,MC,12,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Smolts,Depth,F300,Thresh,ROB,12,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Smolts,Depth,F300,Thresh,LOB,12,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Smolts,Depth,F300,Thresh,MC,12,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Smolts,Depth,F300,Thresh,ROB,12,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit1,Steelhead,Migration,Depth,F319,Thresh,MC,62.58,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit2,Steelhead,Migration,Depth,F319,Thresh,MC,62.58,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Migration,Depth,F319,Thresh,MC,18,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Migration,Depth,F319,Thresh,MC,18,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit1,Steelhead,Migration,Velocity,F319,Thresh,MC,62.58,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Q_limit2,Steelhead,Migration,Velocity,F319,Thresh,MC,24041.77,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Migration,Velocity,F319,Thresh,MC,0.29,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Migration,Velocity,F319,Thresh,MC,3.1,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Q_limit1,Steelhead,Migration_Prolonged,Depth,F319,Thresh,MC,62.58,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit2,Steelhead,Migration_Prolonged,Depth,F319,Thresh,MC,62.58,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Migration_Prolonged,Depth,F319,Thresh,MC,23,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Migration_Prolonged,Depth,F319,Thresh,MC,23,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit1,Steelhead,Migration_Prolonged,Velocity,F319,Thresh,MC,62.58,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Q_limit2,Steelhead,Migration_Prolonged,Velocity,F319,Thresh,MC,7144.98,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Migration_Prolonged,Velocity,F319,Thresh,MC,0.29,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Migration_Prolonged,Velocity,F319,Thresh,MC,2,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Q_limit1,Steelhead,Smolts,Depth,F319,Thresh,MC,62.58,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit2,Steelhead,Smolts,Depth,F319,Thresh,MC,62.58,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Smolts,Depth,F319,Thresh,MC,12,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Smolts,Depth,F319,Thresh,MC,12,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit1,Steelhead,Migration,Depth,F34D,Thresh,MC,59.74,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit2,Steelhead,Migration,Depth,F34D,Thresh,MC,59.74,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Migration,Depth,F34D,Thresh,MC,18,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Migration,Depth,F34D,Thresh,MC,18,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit1,Steelhead,Migration,Velocity,F34D,Thresh,MC,59.74,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Q_limit2,Steelhead,Migration,Velocity,F34D,Thresh,MC,9838.54,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Migration,Velocity,F34D,Thresh,MC,0.42,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Migration,Velocity,F34D,Thresh,MC,3.1,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Q_limit1,Steelhead,Migration_Prolonged,Depth,F34D,Thresh,MC,59.74,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit2,Steelhead,Migration_Prolonged,Depth,F34D,Thresh,MC,59.74,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Migration_Prolonged,Depth,F34D,Thresh,MC,23,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Migration_Prolonged,Depth,F34D,Thresh,MC,23,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit1,Steelhead,Migration_Prolonged,Velocity,F34D,Thresh,MC,59.74,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Q_limit2,Steelhead,Migration_Prolonged,Velocity,F34D,Thresh,MC,2587.48,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Migration_Prolonged,Velocity,F34D,Thresh,MC,0.42,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Migration_Prolonged,Velocity,F34D,Thresh,MC,2,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Q_limit1,Steelhead,Smolts,Depth,F34D,Thresh,MC,59.74,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit2,Steelhead,Smolts,Depth,F34D,Thresh,MC,59.74,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Smolts,Depth,F34D,Thresh,MC,12,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Smolts,Depth,F34D,Thresh,MC,12,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit1,Steelhead,Migration,Depth,F37BHigh,Thresh,MC,29.13,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit2,Steelhead,Migration,Depth,F37BHigh,Thresh,MC,29.13,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Migration,Depth,F37BHigh,Thresh,MC,18,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Migration,Depth,F37BHigh,Thresh,MC,18,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit1,Steelhead,Migration,Velocity,F37BHigh,Thresh,MC,0.84,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Q_limit2,Steelhead,Migration,Velocity,F37BHigh,Thresh,MC,3369.26,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Migration,Velocity,F37BHigh,Thresh,MC,0,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Migration,Velocity,F37BHigh,Thresh,MC,3.1,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Q_limit1,Steelhead,Migration_Prolonged,Depth,F37BHigh,Thresh,MC,47.42,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit2,Steelhead,Migration_Prolonged,Depth,F37BHigh,Thresh,MC,47.42,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Migration_Prolonged,Depth,F37BHigh,Thresh,MC,23,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Migration_Prolonged,Depth,F37BHigh,Thresh,MC,23,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit1,Steelhead,Migration_Prolonged,Velocity,F37BHigh,Thresh,MC,0.84,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Q_limit2,Steelhead,Migration_Prolonged,Velocity,F37BHigh,Thresh,MC,3369.26,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Migration_Prolonged,Velocity,F37BHigh,Thresh,MC,0,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Migration_Prolonged,Velocity,F37BHigh,Thresh,MC,2,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Q_limit1,Steelhead,Smolts,Depth,F37BHigh,Thresh,MC,12.99,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit2,Steelhead,Smolts,Depth,F37BHigh,Thresh,MC,12.99,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Smolts,Depth,F37BHigh,Thresh,MC,12,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Smolts,Depth,F37BHigh,Thresh,MC,12,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit1,Steelhead,Migration,Depth,F37BLow,Thresh,LOB,147.85,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit1,Steelhead,Migration,Depth,F37BLow,Thresh,MC,73.9,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit1,Steelhead,Migration,Depth,F37BLow,Thresh,ROB,50.21,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit2,Steelhead,Migration,Depth,F37BLow,Thresh,LOB,147.85,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit2,Steelhead,Migration,Depth,F37BLow,Thresh,MC,73.9,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit2,Steelhead,Migration,Depth,F37BLow,Thresh,ROB,50.21,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Migration,Depth,F37BLow,Thresh,LOB,18,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Migration,Depth,F37BLow,Thresh,MC,18,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Migration,Depth,F37BLow,Thresh,ROB,18,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Migration,Depth,F37BLow,Thresh,LOB,18,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Migration,Depth,F37BLow,Thresh,MC,18,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Migration,Depth,F37BLow,Thresh,ROB,18,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit1,Steelhead,Migration,Velocity,F37BLow,Thresh,LOB,0.05,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Q_limit1,Steelhead,Migration,Velocity,F37BLow,Thresh,MC,0.05,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Q_limit1,Steelhead,Migration,Velocity,F37BLow,Thresh,ROB,0.05,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Q_limit2,Steelhead,Migration,Velocity,F37BLow,Thresh,LOB,3369.26,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Q_limit2,Steelhead,Migration,Velocity,F37BLow,Thresh,MC,3369.26,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Q_limit2,Steelhead,Migration,Velocity,F37BLow,Thresh,ROB,3369.26,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Migration,Velocity,F37BLow,Thresh,LOB,0,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Migration,Velocity,F37BLow,Thresh,MC,0,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Migration,Velocity,F37BLow,Thresh,ROB,0,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Migration,Velocity,F37BLow,Thresh,LOB,3.1,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Migration,Velocity,F37BLow,Thresh,MC,3.1,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Migration,Velocity,F37BLow,Thresh,ROB,3.1,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Q_limit1,Steelhead,Migration_Prolonged,Depth,F37BLow,Thresh,LOB,154.64,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit1,Steelhead,Migration_Prolonged,Depth,F37BLow,Thresh,MC,95.61,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit1,Steelhead,Migration_Prolonged,Depth,F37BLow,Thresh,ROB,171.23,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit2,Steelhead,Migration_Prolonged,Depth,F37BLow,Thresh,LOB,154.64,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit2,Steelhead,Migration_Prolonged,Depth,F37BLow,Thresh,MC,95.61,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit2,Steelhead,Migration_Prolonged,Depth,F37BLow,Thresh,ROB,171.23,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Migration_Prolonged,Depth,F37BLow,Thresh,LOB,23,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Migration_Prolonged,Depth,F37BLow,Thresh,MC,23,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Migration_Prolonged,Depth,F37BLow,Thresh,ROB,23,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Migration_Prolonged,Depth,F37BLow,Thresh,LOB,23,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Migration_Prolonged,Depth,F37BLow,Thresh,MC,23,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Migration_Prolonged,Depth,F37BLow,Thresh,ROB,23,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit1,Steelhead,Migration_Prolonged,Velocity,F37BLow,Thresh,LOB,123.41,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Q_limit1,Steelhead,Migration_Prolonged,Velocity,F37BLow,Thresh,MC,7.8,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Q_limit1,Steelhead,Migration_Prolonged,Velocity,F37BLow,Thresh,ROB,0.05,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Q_limit2,Steelhead,Migration_Prolonged,Velocity,F37BLow,Thresh,LOB,3369.26,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Q_limit2,Steelhead,Migration_Prolonged,Velocity,F37BLow,Thresh,MC,3369.26,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Q_limit2,Steelhead,Migration_Prolonged,Velocity,F37BLow,Thresh,ROB,3369.26,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Migration_Prolonged,Velocity,F37BLow,Thresh,LOB,0,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Migration_Prolonged,Velocity,F37BLow,Thresh,MC,0,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Migration_Prolonged,Velocity,F37BLow,Thresh,ROB,0,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Migration_Prolonged,Velocity,F37BLow,Thresh,LOB,2,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Migration_Prolonged,Velocity,F37BLow,Thresh,MC,2,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Migration_Prolonged,Velocity,F37BLow,Thresh,ROB,2,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Q_limit1,Steelhead,Smolts,Depth,F37BLow,Thresh,LOB,138.88,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit1,Steelhead,Smolts,Depth,F37BLow,Thresh,MC,24.91,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit1,Steelhead,Smolts,Depth,F37BLow,Thresh,ROB,0.97,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit2,Steelhead,Smolts,Depth,F37BLow,Thresh,LOB,138.88,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit2,Steelhead,Smolts,Depth,F37BLow,Thresh,MC,24.91,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit2,Steelhead,Smolts,Depth,F37BLow,Thresh,ROB,0.97,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Smolts,Depth,F37BLow,Thresh,LOB,12,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Smolts,Depth,F37BLow,Thresh,MC,12,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Smolts,Depth,F37BLow,Thresh,ROB,12,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Smolts,Depth,F37BLow,Thresh,LOB,12,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Smolts,Depth,F37BLow,Thresh,MC,12,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Smolts,Depth,F37BLow,Thresh,ROB,12,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit1,Steelhead,Migration,Depth,F45B,Thresh,MC,261.09,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit2,Steelhead,Migration,Depth,F45B,Thresh,MC,261.09,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Migration,Depth,F45B,Thresh,MC,18,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Migration,Depth,F45B,Thresh,MC,18,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit1,Steelhead,Migration,Velocity,F45B,Thresh,MC,16.07,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Q_limit2,Steelhead,Migration,Velocity,F45B,Thresh,MC,15145.15,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Migration,Velocity,F45B,Thresh,MC,0,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Migration,Velocity,F45B,Thresh,MC,3.1,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Q_limit1,Steelhead,Migration_Prolonged,Depth,F45B,Thresh,MC,374,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit2,Steelhead,Migration_Prolonged,Depth,F45B,Thresh,MC,374,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Migration_Prolonged,Depth,F45B,Thresh,MC,23,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Migration_Prolonged,Depth,F45B,Thresh,MC,23,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit1,Steelhead,Migration_Prolonged,Velocity,F45B,Thresh,MC,16.07,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Q_limit2,Steelhead,Migration_Prolonged,Velocity,F45B,Thresh,MC,6302.45,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Migration_Prolonged,Velocity,F45B,Thresh,MC,0,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Migration_Prolonged,Velocity,F45B,Thresh,MC,2,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Q_limit1,Steelhead,Smolts,Depth,F45B,Thresh,MC,143.38,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit2,Steelhead,Smolts,Depth,F45B,Thresh,MC,143.38,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Smolts,Depth,F45B,Thresh,MC,12,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Smolts,Depth,F45B,Thresh,MC,12,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit1,Steelhead,Migration,Depth,F57C,Thresh,LOB,26.23,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit1,Steelhead,Migration,Depth,F57C,Thresh,MC,37.93,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit1,Steelhead,Migration,Depth,F57C,Thresh,ROB,909.06,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit2,Steelhead,Migration,Depth,F57C,Thresh,LOB,26.23,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit2,Steelhead,Migration,Depth,F57C,Thresh,MC,37.93,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit2,Steelhead,Migration,Depth,F57C,Thresh,ROB,909.06,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Migration,Depth,F57C,Thresh,LOB,18,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Migration,Depth,F57C,Thresh,MC,18,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Migration,Depth,F57C,Thresh,ROB,18,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Migration,Depth,F57C,Thresh,LOB,18,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Migration,Depth,F57C,Thresh,MC,18,cm,Q >= newx1a,NA,NA,NA,NA
Hydraulic_limit2,Steelhead,Migration,Depth,F57C,Thresh,ROB,18,cm,Q >= newx1a,NA,NA,NA,NA
Q_limit1,Steelhead,Migration,Velocity,F57C,Thresh,LOB,26.23,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Q_limit1,Steelhead,Migration,Velocity,F57C,Thresh,MC,26.23,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Q_limit1,Steelhead,Migration,Velocity,F57C,Thresh,ROB,26.23,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Q_limit2,Steelhead,Migration,Velocity,F57C,Thresh,LOB,10999.29,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Q_limit2,Steelhead,Migration,Velocity,F57C,Thresh,MC,41750.17,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Q_limit2,Steelhead,Migration,Velocity,F57C,Thresh,ROB,41750.17,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Migration,Velocity,F57C,Thresh,LOB,0.48,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Migration,Velocity,F57C,Thresh,MC,0.12,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
Hydraulic_limit1,Steelhead,Migration,Velocity,F57C,Thresh,ROB,0,m,Q >= min_limit & Q <= newx2a,NA,NA,NA,NA
