Location,Section,Reach,Latitude,Longitude,Date,General Transect,Channel width (m),Depth (cm),Vel (0.6) m/s,Vel (0.2)  m/s,Vel (0.8)  m/s,Distance to Cover (m),Cover Type,Dominant Substrate,Canopy Left,Canopy Upstream,Canopy Right,Canopy Downstream,Comments
RIX to Middle Channel,3,1,34.03733,-117.35595,9/20/2017,3,10.4,22,0.64,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.03733,-117.35595,9/20/2017,3,10.4,22,0.72,NA,NA,NA,OV,GV,NV,17,NV,17,
RIX to Middle Channel,3,1,34.03733,-117.35595,9/20/2017,3,10.4,28,0.6,NA,NA,NA,OV,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.03733,-117.35595,9/20/2017,3,10.4,36,0.79,NA,NA,NA,OV,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.03733,-117.35595,9/20/2017,3,10.4,36,0.87,NA,NA,NA,OV,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.03733,-117.35595,9/20/2017,3,10.4,46,0.9,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.0374,-117.35594,9/20/2017,4,7.8,10,0.26,NA,NA,NA,NA,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.0374,-117.35594,9/20/2017,4,7.8,12,0.09,NA,NA,NA,NA,SA,NV,NV,17,NV,
RIX to Middle Channel,3,1,34.0374,-117.35594,9/20/2017,4,7.8,12,0.25,NA,NA,NA,NA,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.0374,-117.35594,9/20/2017,4,7.8,14,0.32,NA,NA,NA,NA,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.0374,-117.35594,9/20/2017,4,7.8,18,0.44,NA,NA,NA,NA,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.0374,-117.35594,9/20/2017,4,7.8,36,0.59,NA,NA,NA,NA,GV,NV,17,NV,13,
RIX to Middle Channel,3,1,34.0374,-117.35594,9/20/2017,4,7.8,42,0.64,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.0374,-117.35594,9/20/2017,4,7.8,60,0.73,NA,NA,NA,NA,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.0374,-117.35594,9/20/2017,4,7.8,62,0.17,NA,NA,NA,UB,SA,17,NV,NV,NV,
RIX to Middle Channel,3,1,34.0374,-117.35594,9/20/2017,4,7.8,64,0.6,NA,NA,NA,OV,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.0374,-117.35594,9/20/2017,4,7.8,68,0.7,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.03749,-117.35594,9/20/2017,5,8,10,0.27,NA,NA,NA,OV,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.03749,-117.35594,9/20/2017,5,8,12,0.01,NA,NA,NA,OV,SA,NV,NV,17,NV,
RIX to Middle Channel,3,1,34.03749,-117.35594,9/20/2017,5,8,12,0.28,NA,NA,NA,NA,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.03749,-117.35594,9/20/2017,5,8,14,0.25,NA,NA,NA,OV,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.03749,-117.35594,9/20/2017,5,8,30,0.51,NA,NA,NA,NA,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.03749,-117.35594,9/20/2017,5,8,32,0.37,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.03749,-117.35594,9/20/2017,5,8,44,0.52,NA,NA,NA,NA,GV,NV,2,NV,5,
RIX to Middle Channel,3,1,34.03749,-117.35594,9/20/2017,5,8,68,0.52,NA,NA,NA,NA,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.03749,-117.35594,9/20/2017,5,8,90,NA,0.69,0.63,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.03749,-117.35594,9/20/2017,5,8,94,NA,0.47,0.3,NA,UB,GV,16,NV,NV,NV,
RIX to Middle Channel,3,1,34.03758,-117.35593,9/20/2017,6,10.9,6,0.13,NA,NA,NA,NA,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.03758,-117.35593,9/20/2017,6,10.9,8,0.09,NA,NA,NA,NA,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.03758,-117.35593,9/20/2017,6,10.9,22,0.48,NA,NA,NA,NA,SA,NV,NV,17,NV,
RIX to Middle Channel,3,1,34.03758,-117.35593,9/20/2017,6,10.9,26,0.68,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.03758,-117.35593,9/20/2017,6,10.9,26,0.24,NA,NA,NA,NA,SA,17,NV,NV,NV,
RIX to Middle Channel,3,1,34.03758,-117.35593,9/20/2017,6,10.9,28,0.69,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.03758,-117.35593,9/20/2017,6,10.9,28,0.71,NA,NA,NA,NA,GV,NV,17,NV,17,
RIX to Middle Channel,3,1,34.03758,-117.35593,9/20/2017,6,10.9,28,0.77,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.03758,-117.35593,9/20/2017,6,10.9,30,0.64,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.03758,-117.35593,9/20/2017,6,10.9,32,0.8,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.03758,-117.35593,9/20/2017,6,10.9,46,0.43,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,2,34.03865,-117.35561,9/20/2017,1,4.6,4,0.02,NA,NA,NA,OV,SA,NV,NV,6,NV,
RIX to Middle Channel,3,2,34.03865,-117.35561,9/20/2017,1,4.6,11,0.23,NA,NA,NA,NA,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,2,34.03865,-117.35561,9/20/2017,1,4.6,22,0.46,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,2,34.03865,-117.35561,9/20/2017,1,4.6,36,0.56,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,2,34.03865,-117.35561,9/20/2017,1,4.6,44,0,NA,NA,NA,OV,SA,17,NV,NV,NV,
RIX to Middle Channel,3,2,34.03865,-117.35561,9/20/2017,1,4.6,53,0.49,NA,NA,NA,OV,CO,NV,NV,NV,NV,
RIX to Middle Channel,3,2,34.03865,-117.35561,9/20/2017,1,4.6,55,0.81,NA,NA,NA,NA,GV,NV,1,NV,4,
RIX to Middle Channel,3,2,34.03865,-117.35561,9/20/2017,1,4.6,64,0.99,NA,NA,NA,NA,CO,NV,NV,NV,NV,
RIX to Middle Channel,3,2,34.03865,-117.35561,9/20/2017,1,4.6,66,0.84,NA,NA,NA,NA,CO,NV,NV,NV,NV,
RIX to Middle Channel,3,2,34.03865,-117.35561,9/20/2017,1,4.6,70,1.24,NA,NA,NA,NA,CO,NV,NV,NV,NV,
RIX to Middle Channel,3,2,34.03875,-117.35559,9/20/2017,2,8,5,0.07,NA,NA,NA,OV,SA,NV,NV,17,NV,
RIX to Middle Channel,3,2,34.03875,-117.35559,9/20/2017,2,8,9,0.22,NA,NA,NA,OV,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,2,34.03875,-117.35559,9/20/2017,2,8,15,0.41,NA,NA,NA,OV,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,2,34.03875,-117.35559,9/20/2017,2,8,17,0.75,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,2,34.03875,-117.35559,9/20/2017,2,8,20,0.49,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,2,34.03875,-117.35559,9/20/2017,2,8,28,1,NA,NA,NA,NA,GV,NV,15,NV,16,
RIX to Middle Channel,3,2,34.03875,-117.35559,9/20/2017,2,8,40,0.77,NA,NA,NA,NA,GV,17,NV,NV,NV,
RIX to Middle Channel,3,2,34.03875,-117.35559,9/20/2017,2,8,40,0.9,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,2,34.03875,-117.35559,9/20/2017,2,8,44,0.96,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,2,34.03875,-117.35559,9/20/2017,2,8,50,0.83,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,2,34.03883,-117.35558,9/20/2017,3,6.5,2,0,NA,NA,NA,OV,SA,17,NV,NV,NV,
RIX to Middle Channel,3,2,34.03883,-117.35558,9/20/2017,3,6.5,14,0,NA,NA,NA,OV,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,2,34.03883,-117.35558,9/20/2017,3,6.5,38,0.58,NA,NA,NA,OV,BO,NV,NV,NV,NV,
RIX to Middle Channel,3,2,34.03883,-117.35558,9/20/2017,3,6.5,39,-0.02,NA,NA,NA,OV,SA,NV,NV,15,NV,
RIX to Middle Channel,3,2,34.03883,-117.35558,9/20/2017,3,6.5,40,0.04,NA,NA,NA,OV,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,2,34.03883,-117.35558,9/20/2017,3,6.5,47,0,NA,NA,NA,OV,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,2,34.03883,-117.35558,9/20/2017,3,6.5,54,0.49,NA,NA,NA,OV,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,2,34.03883,-117.35558,9/20/2017,3,6.5,65,0.55,NA,NA,NA,OV,GV,NV,17,NV,17,
RIX to Middle Channel,3,2,34.03883,-117.35558,9/20/2017,3,6.5,78,0.42,NA,0.82,NA,OV,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,2,34.03883,-117.35558,9/20/2017,3,6.5,94,0.63,NA,0.87,NA,OV,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,2,34.03893,-117.35552,9/20/2017,4,6.6,25,-0.1,NA,NA,NA,UB,SA,NV,NV,17,NV,
RIX to Middle Channel,3,2,34.03893,-117.35552,9/20/2017,4,6.6,29,0.53,NA,NA,NA,OV,SA,14,NV,NV,NV,
RIX to Middle Channel,3,2,34.03893,-117.35552,9/20/2017,4,6.6,33,-0.13,NA,NA,NA,UB,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,2,34.03893,-117.35552,9/20/2017,4,6.6,34,0.82,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,2,34.03893,-117.35552,9/20/2017,4,6.6,35,0.07,NA,NA,NA,NA,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,2,34.03893,-117.35552,9/20/2017,4,6.6,40,0.93,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,2,34.03893,-117.35552,9/20/2017,4,6.6,42,0.93,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,2,34.03893,-117.35552,9/20/2017,4,6.6,47,0.79,NA,NA,NA,NA,CO,NV,17,NV,16,
RIX to Middle Channel,3,2,34.03893,-117.35552,9/20/2017,4,6.6,56,0.72,NA,NA,NA,NA,CO,NV,NV,NV,NV,
RIX to Middle Channel,3,2,34.03893,-117.35552,9/20/2017,4,6.6,56,0.48,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,2,34.03899,-117.35546,9/20/2017,5,6.2,7,0.02,NA,NA,NA,NA,SA,NV,NV,17,NV,
RIX to Middle Channel,3,2,34.03899,-117.35546,9/20/2017,5,6.2,32,0.26,NA,NA,NA,OV,SA,NV,NV,,NV,
RIX to Middle Channel,3,2,34.03899,-117.35546,9/20/2017,5,6.2,35,0.04,NA,NA,NA,OV,SA,14,NV,,NV,
RIX to Middle Channel,3,2,34.03899,-117.35546,9/20/2017,5,6.2,37,0.99,NA,NA,NA,NA,GV,NV,NV,,NV,
RIX to Middle Channel,3,2,34.03899,-117.35546,9/20/2017,5,6.2,38,0.39,NA,NA,NA,NA,BO,NV,NV,,NV,
RIX to Middle Channel,3,2,34.03899,-117.35546,9/20/2017,5,6.2,38,0.74,NA,NA,NA,OV,GV,NV,NV,,NV,
RIX to Middle Channel,3,2,34.03899,-117.35546,9/20/2017,5,6.2,40,0.99,NA,NA,NA,NA,GV,NV,NV,,NV,
RIX to Middle Channel,3,2,34.03899,-117.35546,9/20/2017,5,6.2,40,0.78,NA,NA,NA,NA,SA,NV,6,,8,
RIX to Middle Channel,3,2,34.03899,-117.35546,9/20/2017,5,6.2,42,1.14,NA,NA,NA,NA,GV,NV,NV,,NV,
RIX to Middle Channel,3,2,34.03899,-117.35546,9/20/2017,5,6.2,52,0.68,NA,NA,NA,OV,CO,NV,NV,,NV,
RIX to Middle Channel,3,2,34.03899,-117.35546,9/20/2017,5,6.2,52,0.82,NA,NA,NA,NA,SA,NV,NV,,NV,
RIX to Middle Channel,3,2,34.03906,-117.35538,9/20/2017,6,6,2,0,NA,NA,NA,NA,SA,NV,NV,17,NV,
RIX to Middle Channel,3,2,34.03906,-117.35538,9/20/2017,6,6,13,0.01,NA,NA,NA,OV,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,2,34.03906,-117.35538,9/20/2017,6,6,13,0.02,NA,NA,NA,OV,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,2,34.03906,-117.35538,9/20/2017,6,6,16,0.16,NA,NA,NA,NA,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,2,34.03906,-117.35538,9/20/2017,6,6,29,0.33,NA,NA,NA,NA,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,2,34.03906,-117.35538,9/20/2017,6,6,50,0.94,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,2,34.03906,-117.35538,9/20/2017,6,6,53,4.06,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,2,34.03906,-117.35538,9/20/2017,6,6,54,0.59,NA,NA,NA,NA,GV,NV,12,NV,7,
RIX to Middle Channel,3,2,34.03906,-117.35538,9/20/2017,6,6,65,0.85,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,2,34.03906,-117.35538,9/20/2017,6,6,68,0.72,NA,NA,NA,UB,CO,15,NV,NV,NV,
RIX to Middle Channel,3,3,34.03918,-117.35519,9/20/2017,1,7.3,2,0,NA,NA,NA,NA,CO,NV,NV,NV,NV,
RIX to Middle Channel,3,3,34.03918,-117.35519,9/20/2017,1,7.3,6,0.01,NA,NA,NA,NA,SA,13,NV,NV,NV,
RIX to Middle Channel,3,3,34.03918,-117.35519,9/20/2017,1,7.3,11,0.55,NA,NA,NA,NA,CO,NV,NV,NV,NV,
RIX to Middle Channel,3,3,34.03918,-117.35519,9/20/2017,1,7.3,22,1.1,NA,NA,NA,OV,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,3,34.03918,-117.35519,9/20/2017,1,7.3,24,0.85,NA,NA,NA,NA,CO,NV,NV,NV,NV,
RIX to Middle Channel,3,3,34.03918,-117.35519,9/20/2017,1,7.3,24,0.98,NA,NA,NA,OV,CO,NV,NV,17,NV,
RIX to Middle Channel,3,3,34.03918,-117.35519,9/20/2017,1,7.3,30,1.09,NA,NA,NA,NA,CO,NV,NV,NV,NV,
RIX to Middle Channel,3,3,34.03918,-117.35519,9/20/2017,1,7.3,30,1.33,NA,NA,NA,OV,CO,NV,NV,NV,NV,
RIX to Middle Channel,3,3,34.03918,-117.35519,9/20/2017,1,7.3,32,0.95,NA,NA,NA,NA,CO,NV,NV,NV,NV,
RIX to Middle Channel,3,3,34.03918,-117.35519,9/20/2017,1,7.3,32,1.15,NA,NA,NA,NA,GV,NV,0,NV,1,
RIX to Middle Channel,3,3,34.03924,-117.35509,9/20/2017,2,7.5,6,0,NA,NA,NA,OV,SA,NV,NV,17,NV,
RIX to Middle Channel,3,3,34.03924,-117.35509,9/20/2017,2,7.5,19,0.05,NA,NA,NA,OV,SA,17,NV,NV,NV,
RIX to Middle Channel,3,3,34.03924,-117.35509,9/20/2017,2,7.5,28,0.6,NA,NA,NA,OV,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,3,34.03924,-117.35509,9/20/2017,2,7.5,30,0.7,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,3,34.03924,-117.35509,9/20/2017,2,7.5,31,0.84,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,3,34.03924,-117.35509,9/20/2017,2,7.5,32,0.82,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,3,34.03924,-117.35509,9/20/2017,2,7.5,33,0.65,NA,NA,NA,NA,CO,NV,NV,NV,NV,
RIX to Middle Channel,3,3,34.03924,-117.35509,9/20/2017,2,7.5,39,0.94,NA,NA,NA,NA,GV,NV,11,NV,6,
RIX to Middle Channel,3,3,34.03924,-117.35509,9/20/2017,2,7.5,40,0.93,NA,NA,NA,NA,CO,NV,NV,NV,NV,
RIX to Middle Channel,3,3,34.03924,-117.35509,9/20/2017,2,7.5,40,0.97,NA,NA,NA,NA,CO,NV,NV,NV,NV,
RIX to Middle Channel,3,3,34.03931,-117.35503,9/20/2017,3,6.4,17,0.2,NA,NA,NA,NA,SA,NV,NV,17,NV,
RIX to Middle Channel,3,3,34.03931,-117.35503,9/20/2017,3,6.4,20,0.53,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,3,34.03931,-117.35503,9/20/2017,3,6.4,25,0.65,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,3,34.03931,-117.35503,9/20/2017,3,6.4,27,0.91,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,3,34.03931,-117.35503,9/20/2017,3,6.4,30,0.96,NA,NA,NA,NA,CO,NV,17,NV,17,
RIX to Middle Channel,3,3,34.03931,-117.35503,9/20/2017,3,6.4,33,1.15,NA,NA,NA,NA,CO,NV,NV,NV,NV,
RIX to Middle Channel,3,3,34.03931,-117.35503,9/20/2017,3,6.4,40,0.3,NA,NA,NA,UB,CO,17,NV,NV,NV,
RIX to Middle Channel,3,3,34.03931,-117.35503,9/20/2017,3,6.4,42,1.35,NA,NA,NA,NA,CO,NV,NV,NV,NV,
RIX to Middle Channel,3,3,34.03931,-117.35503,9/20/2017,3,6.4,45,0.91,NA,NA,NA,NA,CO,NV,NV,NV,NV,
RIX to Middle Channel,3,3,34.03931,-117.35503,9/20/2017,3,6.4,45,1.1,NA,NA,NA,OV,CO,NV,NV,NV,NV,
RIX to Middle Channel,3,3,34.03938,-117.35498,9/20/2017,4,8.6,11,0.28,NA,NA,NA,NA,GV,NV,NV,17,NV,
RIX to Middle Channel,3,3,34.03938,-117.35498,9/20/2017,4,8.6,11,0.61,NA,NA,NA,OV,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,3,34.03938,-117.35498,9/20/2017,4,8.6,16,0.73,NA,NA,NA,NA,CO,NV,NV,NV,NV,
RIX to Middle Channel,3,3,34.03938,-117.35498,9/20/2017,4,8.6,20,0.91,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,3,34.03938,-117.35498,9/20/2017,4,8.6,21,1.15,NA,NA,NA,NA,CO,NV,NV,NV,NV,
RIX to Middle Channel,3,3,34.03938,-117.35498,9/20/2017,4,8.6,24,0.99,NA,NA,NA,NA,GV,17,NV,NV,NV,
RIX to Middle Channel,3,3,34.03938,-117.35498,9/20/2017,4,8.6,25,1.03,NA,NA,NA,NA,GV,NV,4,NV,11,
RIX to Middle Channel,3,3,34.03938,-117.35498,9/20/2017,4,8.6,25,1.08,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,3,34.03938,-117.35498,9/20/2017,4,8.6,29,1.16,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,3,34.03949,-117.3549,9/20/2017,5,7.5,16,0,NA,NA,NA,OV,SA,NV,NV,17,NV,
RIX to Middle Channel,3,3,34.03949,-117.3549,9/20/2017,5,7.5,30,0.54,NA,NA,NA,NA,CO,NV,NV,NV,NV,
RIX to Middle Channel,3,3,34.03949,-117.3549,9/20/2017,5,7.5,38,0.08,NA,NA,NA,UB,SA,17,NV,NV,NV,
RIX to Middle Channel,3,3,34.03949,-117.3549,9/20/2017,5,7.5,41,0.58,NA,NA,NA,NA,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,3,34.03949,-117.3549,9/20/2017,5,7.5,45,0.75,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,3,34.03949,-117.3549,9/20/2017,5,7.5,46,0.28,NA,NA,NA,OV,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,3,34.03949,-117.3549,9/20/2017,5,7.5,50,0.65,NA,NA,NA,NA,GV,NV,5,NV,5,
RIX to Middle Channel,3,3,34.03949,-117.3549,9/20/2017,5,7.5,50,0.53,NA,NA,NA,OV,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,3,34.03949,-117.3549,9/20/2017,5,7.5,51,0.7,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,3,34.03949,-117.3549,9/20/2017,5,7.5,51,0.72,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,3,34.03957,-117.3549,9/20/2017,6,7.6,6,0.02,NA,NA,NA,OV,SA,NV,NV,16,NV,
RIX to Middle Channel,3,3,34.03957,-117.3549,9/20/2017,6,7.6,16,0.1,NA,NA,NA,OV,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,3,34.03957,-117.3549,9/20/2017,6,7.6,37,0.6,NA,NA,NA,OV,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,3,34.03957,-117.3549,9/20/2017,6,7.6,39,-0.08,NA,NA,NA,OV,SA,17,NV,NV,NV,
RIX to Middle Channel,3,3,34.03957,-117.3549,9/20/2017,6,7.6,42,0.71,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,3,34.03957,-117.3549,9/20/2017,6,7.6,43,0.68,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,3,34.03957,-117.3549,9/20/2017,6,7.6,48,0.16,NA,NA,NA,NA,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,3,34.03957,-117.3549,9/20/2017,6,7.6,48,0.63,NA,NA,NA,NA,SA,NV,15,NV,16,
RIX to Middle Channel,3,3,34.03957,-117.3549,9/20/2017,6,7.6,50,0.76,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,3,34.03957,-117.3549,9/20/2017,6,7.6,50,0.76,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,1,34.02004,-117.36692,9/22/2017,1,5.9,2,0,NA,NA,0,OV,SA,14,NV,NV,NV,Bottom
Below Riverside Drive,5,1,34.02004,-117.36692,9/22/2017,1,5.9,8,0.1,NA,NA,NA,NA,SA,NV,NV,8,NV,
Below Riverside Drive,5,1,34.02004,-117.36692,9/22/2017,1,5.9,16,0.22,NA,NA,0,OV,GV,NV,NV,NV,NV,
Below Riverside Drive,5,1,34.02004,-117.36692,9/22/2017,1,5.9,16,0.67,NA,NA,0,OV,GV,NV,NV,NV,NV,
Below Riverside Drive,5,1,34.02004,-117.36692,9/22/2017,1,5.9,18,0.56,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,1,34.02004,-117.36692,9/22/2017,1,5.9,20,0.75,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,1,34.02004,-117.36692,9/22/2017,1,5.9,24,0.78,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,1,34.02004,-117.36692,9/22/2017,1,5.9,28,0.77,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,1,34.02004,-117.36692,9/22/2017,1,5.9,30,0.68,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below Riverside Drive,5,1,34.02004,-117.36692,9/22/2017,1,5.9,30,0.8,NA,NA,NA,NA,SA,NV,17,NV,11,
Below Riverside Drive,5,1,34.02012,-117.36687,9/22/2017,2,4.8,18,0.31,NA,NA,0,OV,GV,17,NV,NV,NV,
Below Riverside Drive,5,1,34.02012,-117.36687,9/22/2017,2,4.8,18,0.41,NA,NA,NA,NA,GV,NV,NV,8,NV,
Below Riverside Drive,5,1,34.02012,-117.36687,9/22/2017,2,4.8,24,0.49,NA,NA,0,OV,GV,NV,NV,NV,NV,
Below Riverside Drive,5,1,34.02012,-117.36687,9/22/2017,2,4.8,24,0.51,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,1,34.02012,-117.36687,9/22/2017,2,4.8,26,0.74,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,1,34.02012,-117.36687,9/22/2017,2,4.8,28,0.67,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,1,34.02012,-117.36687,9/22/2017,2,4.8,28,0.74,NA,NA,NA,NA,SA,NV,17,NV,15,
Below Riverside Drive,5,1,34.02012,-117.36687,9/22/2017,2,4.8,30,0.65,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below Riverside Drive,5,1,34.02012,-117.36687,9/22/2017,2,4.8,32,0.77,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,1,34.02012,-117.36687,9/22/2017,2,4.8,32,0.73,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below Riverside Drive,5,1,34.02017,-117.36678,9/22/2017,3,4.7,1,0,NA,NA,NA,NA,CO,16,NV,NV,NV,
Below Riverside Drive,5,1,34.02017,-117.36678,9/22/2017,3,4.7,8,0.13,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,1,34.02017,-117.36678,9/22/2017,3,4.7,8,0.09,NA,NA,NA,NA,SA,NV,NV,10,NV,
Below Riverside Drive,5,1,34.02017,-117.36678,9/22/2017,3,4.7,18,0.5,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,1,34.02017,-117.36678,9/22/2017,3,4.7,22,0.58,NA,NA,NA,NA,CO,NV,NV,NV,NV,
Below Riverside Drive,5,1,34.02017,-117.36678,9/22/2017,3,4.7,22,0.65,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,1,34.02017,-117.36678,9/22/2017,3,4.7,23,0.72,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,1,34.02017,-117.36678,9/22/2017,3,4.7,34,0.68,NA,NA,NA,NA,SA,NV,8,NV,17,
Below Riverside Drive,5,1,34.02017,-117.36678,9/22/2017,3,4.7,35,0.85,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,1,34.02017,-117.36678,9/22/2017,3,4.7,36,0.77,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below Riverside Drive,5,1,34.02024,-117.36674,9/22/2017,4,5.3,1,0,NA,NA,NA,NA,SA,NV,NV,10,NV,
Below Riverside Drive,5,1,34.02024,-117.36674,9/22/2017,4,5.3,11,0.67,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,1,34.02024,-117.36674,9/22/2017,4,5.3,17,0.05,NA,NA,NA,OV,GV,17,NV,NV,NV,
Below Riverside Drive,5,1,34.02024,-117.36674,9/22/2017,4,5.3,18,0.71,NA,NA,NA,NA,GV,NV,NV,NV,NV,
