Section,Segment,Reach,Sampled Post storm (Y/N),Latitude,Longitude,Date,Transect #,Channel width (m),Depth (cm),Vel (0.6) m/s,Vel (0.2)  m/s,Vel (0.8)  m/s,Substrate,Available cover type,Distance (m) TO COVER,Line Order#,Transect DS to US order,Notes,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,13,Y,34.02306,-117.36553,9/19/2015,6,11.4,12,0.66,NV,NV,GV,UB,5.5,5,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,13,Y,34.02306,-117.36553,9/19/2015,6,11.4,8,0.66,NV,NV,SA,UB,4.4,6,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,13,Y,34.02306,-117.36553,9/19/2015,6,11.4,10,0.51,NV,NV,GV,UB,3.3,7,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,13,Y,34.02306,-117.36553,9/19/2015,6,11.4,10,0.43,NV,NV,SA,UB,2.2,8,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,13,Y,34.02306,-117.36553,9/19/2015,6,11.4,10,0.43,NV,NV,SA,UB,1.1,9,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,13,Y,34.02306,-117.36553,9/19/2015,6,11.4,6,0.00,NV,NV,SA,UB,0,10,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,1,10.5,6,0.10,NV,NV,SA,WD,0,1,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,1,10.5,11,0.05,NV,NV,SA,WD,1,2,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,1,10.5,16,0.35,NV,NV,SA,WD,2,3,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,1,10.5,15,0.68,NV,NV,SA,WD,3,4,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,1,10.5,19,0.66,NV,NV,SA,WD,4,5,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,1,10.5,16,0.54,NV,NV,SA,NC,NV,6,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,1,10.5,12,0.71,NV,NV,SA,NC,NV,7,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,1,10.5,16,0.65,NV,NV,SA,NC,NV,8,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,1,10.5,17,0.78,NV,NV,SA,NC,NV,9,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,1,10.5,24,0.73,NV,NV,SA,NC,NV,10,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,2,10.7,20,0.56,NV,NV,SA,OV,0,1,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,2,10.7,15,0.63,NV,NV,SA,OV,0,2,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,2,10.7,20,0.48,NV,NV,SA,OV,0,3,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,2,10.7,10,0.65,NV,NV,SA,OV,1.1,4,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,2,10.7,11,0.50,NV,NV,SA,OV,2.2,5,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,2,10.7,14,0.52,NV,NV,SA,OV,3.3,6,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,2,10.7,16,0.64,NV,NV,SA,UB,4.4,7,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,2,10.7,20,0.63,NV,NV,GV,UB,3.3,8,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,2,10.7,18,0.61,NV,NV,GV,UB,2.2,9,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,2,10.7,1,0.00,NV,NV,SA,UB,0,10,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,3,11.5,10,0.24,NV,NV,SA,UB,0,1,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,3,11.5,22,0.70,NV,NV,SA,UB,1.1,2,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,3,11.5,18,0.65,NV,NV,SA,UB,2.2,3,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,3,11.5,16,0.36,NV,NV,SA,UB,3.3,4,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,3,11.5,16,0.51,NV,NV,SA,UB,4.4,5,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,3,11.5,14,0.54,NV,NV,SA,NC,NV,6,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,3,11.5,12,0.32,NV,NV,SA,NC,NV,7,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,3,11.5,14,0.43,NV,NV,SA,NC,NV,8,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,3,11.5,12,0.35,NV,NV,SA,NC,NV,9,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,3,11.5,17,0.50,NV,NV,SA,NC,NV,10,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,4,12.7,30,0.74,NV,NV,GV,UB,1.3,1,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,4,12.7,21,0.75,NV,NV,SA,UB,2.6,2,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,4,12.7,20,0.72,NV,NV,SA,UB,3.9,3,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,4,12.7,12,0.56,NV,NV,SA,UB,5.2,4,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,4,12.7,8,0.42,NV,NV,SA,UB,6.5,5,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,4,12.7,4,0.14,NV,NV,SA,UB,5.2,6,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,4,12.7,4,0.18,NV,NV,SA,OV,3.9,7,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,4,12.7,10,0.38,NV,NV,SA,OV,2.6,8,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,4,12.7,1,0.00,NV,NV,SA,OV,1.6,9,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,4,12.7,6,0.00,NV,NV,SA,OV,0,10,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,5,12.5,2,0.00,NV,NV,SA,NC,NV,1,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,5,12.5,28,0.84,NV,NV,SA,NC,NV,2,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,5,12.5,28,0.89,NV,NV,SA,NC,NV,3,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,5,12.5,17,0.69,NV,NV,SA,NC,NV,4,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,5,12.5,12,0.56,NV,NV,SA,NC,NV,5,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,5,12.5,5,0.38,NV,NV,SA,NC,NV,6,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,5,12.5,2,0.00,NV,NV,SA,NC,NV,7,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,5,12.5,5,0.43,NV,NV,CO,NC,NV,8,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,5,12.5,6,0.27,NV,NV,GV,NC,NV,9,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,5,12.5,4,0.28,NV,NV,GV,NC,NV,10,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,6,14.4,16,0.68,NV,NV,SA,UB,1.4,1,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,6,14.4,14,0.73,NV,NV,SA,UB,2.8,2,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,6,14.4,12,0.43,NV,NV,SA,UB,4.2,3,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,6,14.4,10,0.25,NV,NV,SA,UB,5.6,4,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,6,14.4,9,0.38,NV,NV,GV,UB,7,5,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,6,14.4,10,0.46,NV,NV,SA,NC,NV,6,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,6,14.4,20,0.47,NV,NV,SA,NC,NV,7,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,6,14.4,12,0.28,NV,NV,SA,NC,NV,8,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,6,14.4,8,0.51,NV,NV,SA,NC,NV,9,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,14,Y,34.02225,-117.36592,9/19/2015,6,14.4,4,0.00,NV,NV,SA,NC,NV,10,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,1,13.4,4,0.00,NV,NV,SA,OV,0,1,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,1,13.4,7,0.29,NV,NV,SA,OV,1.3,2,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,1,13.4,2,0.05,NV,NV,SA,OV,2.6,3,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,1,13.4,5,0.59,NV,NV,SA,OV,3.9,4,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,1,13.4,12,0.63,NV,NV,SA,OV,5.2,5,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,1,13.4,14,0.66,NV,NV,SA,OV,7.3,6,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,1,13.4,12,0.47,NV,NV,SA,OV,5.2,7,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,1,13.4,10,0.70,NV,NV,GV,OV,3.9,8,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,1,13.4,15,0.38,NV,NV,SA,OV,2.6,9,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,1,13.4,20,0.65,NV,NV,SA,OV,1.3,10,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,2,11.2,6,0.36,NV,NV,SA,OV,1.1,1,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,2,11.2,4,0.14,NV,NV,SA,OV,2.2,2,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,2,11.2,8,0.28,NV,NV,SA,OV,3.3,3,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,2,11.2,10,0.46,NV,NV,GV,OV,4.4,4,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,2,11.2,12,0.65,NV,NV,GV,OV,5.5,5,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,2,11.2,14,0.82,NV,NV,GV,OV,6.6,6,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,2,11.2,18,0.77,NV,NV,GV,NC,NV,7,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,2,11.2,16,0.82,NV,NV,SA,NC,NV,8,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,2,11.2,20,0.73,NV,NV,SA,NC,NV,9,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,2,11.2,2,0.00,NV,NV,GV,NC,NV,10,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,3,14.1,8,0.07,NV,NV,SA,UB,0,1,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,3,14.1,6,0.04,NV,NV,SA,UB,1.4,2,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,3,14.1,6,0.27,NV,NV,SA,UB,2.8,3,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,3,14.1,4,0.32,NV,NV,SA,UB,4.2,4,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,3,14.1,0,0.00,NV,NV,SA,UB,5.6,5,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,3,14.1,1,0.00,NV,NV,SA,NC,NV,6,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,3,14.1,9,0.28,NV,NV,GV,NC,NV,7,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,3,14.1,20,0.76,NV,NV,SA,NC,NV,8,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,3,14.1,22,0.73,NV,NV,SA,NC,NV,9,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,3,14.1,24,0.79,NV,NV,SA,NC,NV,10,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,4,13.7,12,0.47,NV,NV,SA,UB,1.4,1,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,4,13.7,1,0.00,NV,NV,SA,UB,2.8,2,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,4,13.7,1,0.00,NV,NV,SA,UB,4.2,3,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,4,13.7,2,0.05,NV,NV,SA,UB,5.6,4,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,4,13.7,4,0.11,NV,NV,SA,UB,7,5,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,4,13.7,4,0.05,NV,NV,SA,OV,5.6,6,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,4,13.7,16,0.63,NV,NV,SA,OV,4.2,7,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,4,13.7,28,0.88,NV,NV,SA,OV,2.8,8,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,4,13.7,26,0.80,NV,NV,SA,OV,1.4,9,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,4,13.7,10,0.30,NV,NV,GV,OV,0,10,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,5,15,2,0.00,NV,NV,SA,UB,0,1,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,5,15,6,0.38,NV,NV,SA,UB,1.5,2,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,5,15,11,0.54,NV,NV,SA,UB,3,3,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,5,15,10,0.47,NV,NV,SA,UB,4.5,4,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,5,15,4,0.26,NV,NV,GV,UB,6,5,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,5,15,7,0.33,NV,NV,GV,OV,4.5,6,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,5,15,14,0.66,NV,NV,SA,OV,3,7,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,5,15,20,0.69,NV,NV,SA,OV,1.5,8,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,5,15,16,0.71,NV,NV,SA,OV,0,9,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,5,15,12,0.72,NV,NV,SA,OV,0,10,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,6,13,11,0.56,NV,NV,SA,NC,NV,1,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,6,13,9,0.53,NV,NV,SA,NC,NV,2,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,6,13,9,0.44,NV,NV,SA,NC,NV,3,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,6,13,6,0.34,NV,NV,GV,NC,NV,4,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,6,13,11,0.55,NV,NV,SA,NC,NV,5,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,6,13,16,0.54,NV,NV,SA,UB,5.2,6,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,6,13,17,0.71,NV,NV,SA,UB,3.9,7,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,6,13,18,0.67,NV,NV,SA,UB,2.6,8,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,6,13,18,0.55,NV,NV,SA,UB,1.3,9,NV,,
SAR Riverside Drive to Mission Boulevard below Riverside Drive,5,15,Y,34.02136,-117.36619,9/19/2015,6,13,17,0.16,NV,NV,SA,UB,0,10,NV,,
SAR Riverside Drive to Mission Boulevard below HWY 60,6,16,Y,34.00311,-117.38403,9/19/2015,1,8.8,2,0.00,NV,NV,GV,OV,0,1,NV,,
SAR Riverside Drive to Mission Boulevard below HWY 61,6,16,Y,34.00311,-117.38403,9/19/2015,1,8.8,20,0.49,NV,NV,GV,OV,0.9,2,NV,,
SAR Riverside Drive to Mission Boulevard below HWY 62,6,16,Y,34.00311,-117.38403,9/19/2015,1,8.8,24,0.99,NV,NV,SA,OV,1.8,3,NV,,
SAR Riverside Drive to Mission Boulevard below HWY 63,6,16,Y,34.00311,-117.38403,9/19/2015,1,8.8,26,0.75,NV,NV,GV,OV,2.7,4,NV,,
SAR Riverside Drive to Mission Boulevard below HWY 64,6,16,Y,34.00311,-117.38403,9/19/2015,1,8.8,20,0.31,NV,NV,GV,OV,3.5,5,NV,,
SAR Riverside Drive to Mission Boulevard below HWY 65,6,16,Y,34.00311,-117.38403,9/19/2015,1,8.8,14,0.14,NV,NV,GV,OV,4.5,6,NV,,
SAR Riverside Drive to Mission Boulevard below HWY 66,6,16,Y,34.00311,-117.38403,9/19/2015,1,8.8,12,0.03,NV,NV,SA,UB,3.5,7,NV,,
SAR Riverside Drive to Mission Boulevard below HWY 67,6,16,Y,34.00311,-117.38403,9/19/2015,1,8.8,17,0.58,NV,NV,SA,UB,2.7,8,NV,,
SAR Riverside Drive to Mission Boulevard below HWY 68,6,16,Y,34.00311,-117.38403,9/19/2015,1,8.8,20,0.39,NV,NV,SA,UB,1.8,9,NV,,
SAR Riverside Drive to Mission Boulevard below HWY 69,6,16,Y,34.00311,-117.38403,9/19/2015,1,8.8,11,0.56,NV,NV,GV,UB,0.9,10,NV,,
SAR Riverside Drive to Mission Boulevard below HWY 70,6,16,Y,34.00311,-117.38403,9/19/2015,2,9.7,18,0.66,NV,NV,GV,RW,0,1,NV,,
SAR Riverside Drive to Mission Boulevard below HWY 71,6,16,Y,34.00311,-117.38403,9/19/2015,2,9.7,39,0.85,NV,NV,GV,RW,1.8,2,NV,,
SAR Riverside Drive to Mission Boulevard below HWY 72,6,16,Y,34.00311,-117.38403,9/19/2015,2,9.7,24,0.83,NV,NV,GV,RW,2.7,3,NV,,
SAR Riverside Drive to Mission Boulevard below HWY 73,6,16,Y,34.00311,-117.38403,9/19/2015,2,9.7,9,0.50,NV,NV,GV,RW,3.6,4,NV,,
SAR Riverside Drive to Mission Boulevard below HWY 74,6,16,Y,34.00311,-117.38403,9/19/2015,2,9.7,4,0.00,NV,NV,GV,RW,4.5,5,NV,,
SAR Riverside Drive to Mission Boulevard below HWY 75,6,16,Y,34.00311,-117.38403,9/19/2015,2,9.7,1,0.00,NV,NV,GV,UB,3.6,6,NV,,
SAR Riverside Drive to Mission Boulevard below HWY 76,6,16,Y,34.00311,-117.38403,9/19/2015,2,9.7,1,0.00,NV,NV,SA,UB,2.7,7,NV,,
SAR Riverside Drive to Mission Boulevard below HWY 77,6,16,Y,34.00311,-117.38403,9/19/2015,2,9.7,11,0.54,NV,NV,GV,UB,1.8,8,NV,,
SAR Riverside Drive to Mission Boulevard below HWY 78,6,16,Y,34.00311,-117.38403,9/19/2015,2,9.7,10,0.59,NV,NV,GV,UB,0.9,9,NV,,
SAR Riverside Drive to Mission Boulevard below HWY 79,6,16,Y,34.00311,-117.38403,9/19/2015,2,9.7,4,0.00,NV,NV,SA,UB,0,10,NV,,
SAR Riverside Drive to Mission Boulevard below HWY 80,6,16,Y,34.00311,-117.38403,9/19/2015,3,10.3,2,0.00,NV,NV,GV,NC,NV,1,NV,,
SAR Riverside Drive to Mission Boulevard below HWY 81,6,16,Y,34.00311,-117.38403,9/19/2015,3,10.3,30,0.68,NV,NV,GV,NC,NV,2,NV,,
SAR Riverside Drive to Mission Boulevard below HWY 82,6,16,Y,34.00311,-117.38403,9/19/2015,3,10.3,26,0.81,NV,NV,GV,NC,NV,3,NV,,
SAR Riverside Drive to Mission Boulevard below HWY 83,6,16,Y,34.00311,-117.38403,9/19/2015,3,10.3,18,0.51,NV,NV,GV,NC,NV,4,NV,,
SAR Riverside Drive to Mission Boulevard below HWY 84,6,16,Y,34.00311,-117.38403,9/19/2015,3,10.3,8,0.23,NV,NV,GV,NC,NV,5,NV,,
SAR Riverside Drive to Mission Boulevard below HWY 85,6,16,Y,34.00311,-117.38403,9/19/2015,3,10.3,1,0.00,NV,NV,GV,UB,5,6,NV,,
SAR Riverside Drive to Mission Boulevard below HWY 86,6,16,Y,34.00311,-117.38403,9/19/2015,3,10.3,0,0.00,NV,NV,GV,UB,4,7,NV,,
SAR Riverside Drive to Mission Boulevard below HWY 87,6,16,Y,34.00311,-117.38403,9/19/2015,3,10.3,0,0.00,NV,NV,SA,UB,3,8,NV,,
SAR Riverside Drive to Mission Boulevard below HWY 88,6,16,Y,34.00311,-117.38403,9/19/2015,3,10.3,0,0.00,NV,NV,GV,UB,2,9,NV,,
SAR Riverside Drive to Mission Boulevard below HWY 89,6,16,Y,34.00311,-117.38403,9/19/2015,3,10.3,6,0.35,NV,NV,GV,UB,1,10,NV,,
SAR Riverside Drive to Mission Boulevard below HWY 90,6,16,Y,34.00311,-117.38403,9/19/2015,4,10.7,32,0.74,NV,NV,SA,OV,1,1,NV,,
SAR Riverside Drive to Mission Boulevard below HWY 91,6,16,Y,34.00311,-117.38403,9/19/2015,4,10.7,25,0.72,NV,NV,SA,OV,2,2,NV,,
SAR Riverside Drive to Mission Boulevard below HWY 92,6,16,Y,34.00311,-117.38403,9/19/2015,4,10.7,8,0.38,NV,NV,GV,OV,3,3,NV,,
SAR Riverside Drive to Mission Boulevard below HWY 93,6,16,Y,34.00311,-117.38403,9/19/2015,4,10.7,0,0.00,NV,NV,SA,OV,4,4,NV,,
