Location,Section,Reach,Date,Method,Pass,Observer,Common Name,Count,Total Length (mm),Fork Length (mm),Weight (g),Start Time,End Time,Total Shocker Seconds,Comments
North Channel,4N,2,9/13/2017,Efish,1,NV,Arroyo Chub,1,NV,56,3.3,1230,1245,682,
North Channel,4N,2,9/13/2017,Efish,1,NV,Arroyo Chub,1,NV,56,3.4,1230,1245,682,
North Channel,4N,2,9/13/2017,Efish,1,NV,Arroyo Chub,1,NV,60,3.7,1230,1245,682,
North Channel,4N,2,9/13/2017,Efish,1,NV,Santa Ana Sucker,1,NV,62,3.7,1230,1245,682,
North Channel,4N,2,9/13/2017,Efish,1,NV,Arroyo Chub,1,NV,59,3.8,1230,1245,682,
North Channel,4N,2,9/13/2017,Efish,1,NV,Arroyo Chub,1,NV,60,4,1230,1245,682,
North Channel,4N,2,9/13/2017,Efish,1,NV,Arroyo Chub,1,NV,64,4.1,1230,1245,682,
North Channel,4N,2,9/13/2017,Efish,1,NV,Tadpole Bullfrog,1,70,NV,4.1,1230,1245,682,
North Channel,4N,2,9/13/2017,Efish,1,NV,Santa Ana Sucker,1,NV,66,4.2,1230,1245,682,
North Channel,4N,2,9/13/2017,Efish,1,NV,Arroyo Chub,1,NV,62,4.4,1230,1245,682,
North Channel,4N,2,9/13/2017,Efish,1,NV,Arroyo Chub,1,NV,63,4.6,1230,1245,682,
North Channel,4N,2,9/13/2017,Efish,1,NV,African Clawed Frog,1,NV,NV,4.6,1230,1245,682,
North Channel,4N,2,9/13/2017,Efish,1,NV,Santa Ana Sucker,1,NV,69,4.7,1230,1245,682,
North Channel,4N,2,9/13/2017,Efish,1,NV,Arroyo Chub,1,NV,65,4.8,1230,1245,682,
North Channel,4N,2,9/13/2017,Efish,1,NV,Santa Ana Sucker,1,NV,70,4.8,1230,1245,682,
North Channel,4N,2,9/13/2017,Efish,1,NV,Yellow Bullhead Catfish,1,NV,74,4.9,1230,1245,682,
North Channel,4N,2,9/13/2017,Efish,1,NV,Arroyo Chub,1,NV,69,5.6,1230,1245,682,
North Channel,4N,2,9/13/2017,Efish,1,NV,Yellow Bullhead Catfish,1,NV,82,6.1,1230,1245,682,
North Channel,4N,2,9/13/2017,Efish,1,NV,Santa Ana Sucker,1,NV,82,7.7,1230,1245,682,
North Channel,4N,2,9/13/2017,Efish,1,NV,Yellow Bullhead Catfish,1,NV,84,7.8,1230,1245,682,
North Channel,4N,2,9/13/2017,Efish,1,NV,Arroyo Chub,1,NV,50,8,1230,1245,682,
North Channel,4N,2,9/13/2017,Efish,1,NV,Tadpole Bullfrog,1,88,NV,8,1230,1245,682,
North Channel,4N,2,9/13/2017,Efish,1,NV,Yellow Bullhead Catfish,1,NV,95,10.1,1230,1245,682,
North Channel,4N,2,9/13/2017,Efish,1,NV,Yellow Bullhead Catfish,1,NV,NV,18.7,1230,1245,682,
North Channel,4N,2,9/13/2017,Efish,3,NV,Arroyo Chub,1,NV,50,1.9,1306,1320,534,
North Channel,4N,2,9/13/2017,Efish,3,NV,Arroyo Chub,1,NV,45,2,1306,1320,534,
North Channel,4N,2,9/13/2017,Efish,3,NV,Santa Ana Sucker,1,NV,54,2.5,1306,1320,534,
North Channel,4N,2,9/13/2017,Efish,3,NV,Santa Ana Sucker,1,NV,56,2.5,1306,1320,534,
North Channel,4N,2,9/13/2017,Efish,3,NV,Arroyo Chub,1,NV,59,3.1,1306,1320,534,
North Channel,4N,2,9/13/2017,Efish,3,NV,Arroyo Chub,1,NV,57,3.8,1306,1320,534,
North Channel,4N,3,9/13/2017,Efish,1,NV,Arroyo Chub,1,NV,25,0.1,1358,1411,392,
North Channel,4N,3,9/13/2017,Efish,1,NV,Western Mosquitofish,1,20,NV,0.2,1358,1411,392,
North Channel,4N,3,9/13/2017,Efish,1,NV,Western Mosquitofish,1,25,NV,0.3,1358,1411,392,
North Channel,4N,3,9/13/2017,Efish,1,NV,Western Mosquitofish,1,25,NV,0.3,1358,1411,392,
North Channel,4N,3,9/13/2017,Efish,1,NV,Arroyo Chub,1,NV,35,0.5,1358,1411,392,
North Channel,4N,3,9/13/2017,Efish,1,NV,Western Mosquitofish,1,25,NV,0.5,1358,1411,392,
North Channel,4N,3,9/13/2017,Efish,1,NV,Arroyo Chub,1,NV,35,0.6,1358,1411,392,
North Channel,4N,3,9/13/2017,Efish,1,NV,Western Mosquitofish,1,35,NV,0.6,1358,1411,392,
North Channel,4N,3,9/13/2017,Efish,1,NV,Western Mosquitofish,1,35,NV,1.1,1358,1411,392,
North Channel,4N,3,9/13/2017,Efish,1,NV,Arroyo Chub,1,NV,40,1.3,1358,1411,392,
North Channel,4N,3,9/13/2017,Efish,1,NV,Arroyo Chub,1,NV,45,1.4,1358,1411,392,
North Channel,4N,3,9/13/2017,Efish,1,NV,Arroyo Chub,1,NV,45,1.5,1358,1411,392,
North Channel,4N,3,9/13/2017,Efish,1,NV,Arroyo Chub,1,NV,45,1.8,1358,1411,392,
North Channel,4N,3,9/13/2017,Efish,1,NV,Arroyo Chub,1,NV,50,1.9,1358,1411,392,
North Channel,4N,3,9/13/2017,Efish,1,NV,Arroyo Chub,1,NV,54,2.2,1358,1411,392,Elevation 834 ft.
North Channel,4N,3,9/13/2017,Efish,1,NV,Arroyo Chub,1,NV,55,2.7,1358,1411,392,
North Channel,4N,3,9/13/2017,Efish,1,NV,Arroyo Chub,1,NV,50,3.1,1358,1411,392,
North Channel,4N,3,9/13/2017,Efish,1,NV,Arroyo Chub,1,NV,55,3.3,1358,1411,392,
North Channel,4N,3,9/13/2017,Efish,1,NV,Arroyo Chub,1,NV,60,3.6,1358,1411,392,
North Channel,4N,3,9/13/2017,Efish,1,NV,Arroyo Chub,1,NV,60,3.8,1358,1411,392,
North Channel,4N,3,9/13/2017,Efish,1,NV,Arroyo Chub,1,NV,60,4,1358,1411,392,
North Channel,4N,3,9/13/2017,Efish,1,NV,Santa Ana Sucker,1,NV,65,4,1358,1411,392,
North Channel,4N,3,9/13/2017,Efish,1,NV,Arroyo Chub,1,NV,60,4.2,1358,1411,392,
North Channel,4N,3,9/13/2017,Efish,1,NV,Arroyo Chub,1,NV,60,4.2,1358,1411,392,
North Channel,4N,3,9/13/2017,Efish,1,NV,Santa Ana Sucker,1,NV,65,4.4,1358,1411,392,
North Channel,4N,3,9/13/2017,Efish,1,NV,Santa Ana Sucker,1,NV,75,5.4,1358,1411,392,
North Channel,4N,3,9/13/2017,Efish,1,NV,Claw Frog,1,NV,NV,5.5,1358,1411,392,
North Channel,4N,3,9/13/2017,Efish,1,NV,Santa Ana Sucker,1,NV,80,5.8,1358,1411,392,
North Channel,4N,3,9/13/2017,Efish,1,NV,Santa Ana Sucker,1,NV,76,6.1,1358,1411,392,
North Channel,4N,3,9/13/2017,Efish,1,NV,Santa Ana Sucker,1,NV,80,6.6,1358,1411,392,
North Channel,4N,3,9/13/2017,Efish,1,NV,Santa Ana Sucker,1,NV,75,6.9,1358,1411,392,
North Channel,4N,3,9/13/2017,Efish,1,NV,Santa Ana Sucker,1,NV,85,7.1,1358,1411,392,
North Channel,4N,3,9/13/2017,Efish,1,NV,Santa Ana Sucker,1,NV,80,7.6,1358,1411,392,
North Channel,4N,3,9/13/2017,Efish,1,NV,Santa Ana Sucker,1,NV,80,7.8,1358,1411,392,
North Channel,4N,3,9/13/2017,Efish,1,NV,Yellow Bullhead Catfish,1,NV,80,9.2,1358,1411,392,
North Channel,4N,3,9/13/2017,Efish,2,NV,Arroyo Chub,1,NV,20,0.9,1416,1423,343,
North Channel,4N,3,9/13/2017,Efish,2,NV,Arroyo Chub,1,NV,45,1.2,1416,1423,343,
North Channel,4N,3,9/13/2017,Efish,2,NV,Arroyo Chub,1,NV,40,1.4,1416,1423,343,
North Channel,4N,3,9/13/2017,Efish,2,NV,Arroyo Chub,1,NV,45,1.4,1416,1423,343,
North Channel,4N,3,9/13/2017,Efish,2,NV,Arroyo Chub,1,NV,45,1.7,1416,1423,343,
North Channel,4N,3,9/13/2017,Efish,2,NV,Arroyo Chub,1,NV,45,1.7,1416,1423,343,
North Channel,4N,3,9/13/2017,Efish,2,NV,Arroyo Chub,1,NV,50,1.8,1416,1423,343,
North Channel,4N,3,9/13/2017,Efish,2,NV,Arroyo Chub,1,NV,45,1.9,1416,1423,343,
North Channel,4N,3,9/13/2017,Efish,2,NV,Arroyo Chub,1,NV,45,1.9,1416,1423,343,
North Channel,4N,3,9/13/2017,Efish,2,NV,Arroyo Chub,1,NV,50,2.2,1416,1423,343,
North Channel,4N,3,9/13/2017,Efish,2,NV,Arroyo Chub,1,NV,55,2.3,1416,1423,343,
North Channel,4N,3,9/13/2017,Efish,2,NV,Arroyo Chub,1,NV,45,2.5,1416,1423,343,
North Channel,4N,3,9/13/2017,Efish,2,NV,Arroyo Chub,1,NV,55,2.6,1416,1423,343,
North Channel,4N,3,9/13/2017,Efish,2,NV,Arroyo Chub,1,NV,55,2.7,1416,1423,343,
North Channel,4N,3,9/13/2017,Efish,2,NV,Arroyo Chub,1,NV,55,2.8,1416,1423,343,
North Channel,4N,3,9/13/2017,Efish,2,NV,Arroyo Chub,1,NV,50,3,1416,1423,343,
North Channel,4N,3,9/13/2017,Efish,2,NV,Arroyo Chub,1,NV,55,3,1416,1423,343,
North Channel,4N,3,9/13/2017,Efish,2,NV,Arroyo Chub,1,NV,55,3.1,1416,1423,343,
North Channel,4N,3,9/13/2017,Efish,2,NV,Arroyo Chub,1,NV,55,3.2,1416,1423,343,
North Channel,4N,3,9/13/2017,Efish,2,NV,Arroyo Chub,1,NV,60,3.2,1416,1423,343,
North Channel,4N,3,9/13/2017,Efish,2,NV,Santa Ana Sucker,1,NV,60,3.3,1416,1423,343,
North Channel,4N,3,9/13/2017,Efish,2,NV,Arroyo Chub,1,NV,60,3.4,1416,1423,343,
North Channel,4N,3,9/13/2017,Efish,2,NV,Santa Ana Sucker,1,NV,60,3.4,1416,1423,343,
North Channel,4N,3,9/13/2017,Efish,2,NV,Arroyo Chub,1,NV,60,3.8,1416,1423,343,
North Channel,4N,3,9/13/2017,Efish,2,NV,Santa Ana Sucker,1,NV,65,3.8,1416,1423,343,
North Channel,4N,3,9/13/2017,Efish,2,NV,Santa Ana Sucker,1,NV,65,4.2,1416,1423,343,
North Channel,4N,3,9/13/2017,Efish,2,NV,Santa Ana Sucker,1,NV,65,4.4,1416,1423,343,
North Channel,4N,3,9/13/2017,Efish,2,NV,Arroyo Chub,1,NV,60,4.5,1416,1423,343,
North Channel,4N,3,9/13/2017,Efish,2,NV,Arroyo Chub,1,NV,57,5.4,1416,1423,343,
North Channel,4N,3,9/13/2017,Efish,2,NV,Santa Ana Sucker,1,NV,70,6.1,1416,1423,343,
North Channel,4N,3,9/13/2017,Efish,2,NV,Santa Ana Sucker,1,NV,80,6.3,1416,1423,343,
North Channel,4N,3,9/13/2017,Efish,2,NV,Santa Ana Sucker,1,NV,85,7.5,1416,1423,343,
North Channel,4N,3,9/13/2017,Efish,3,NV,Western Mosquitofish,1,20,NV,0.1,1430,1441,293,
North Channel,4N,3,9/13/2017,Efish,3,NV,Western Mosquitofish,1,25,NV,0.1,1430,1441,293,
North Channel,4N,3,9/13/2017,Efish,3,NV,Arroyo Chub,1,NV,38,0.3,1430,1441,293,
North Channel,4N,3,9/13/2017,Efish,3,NV,Western Mosquitofish,1,30,NV,0.4,1430,1441,293,
North Channel,4N,3,9/13/2017,Efish,3,NV,Western Mosquitofish,1,30,NV,0.4,1430,1441,293,
North Channel,4N,3,9/13/2017,Efish,3,NV,Arroyo Chub,1,NV,40,0.9,1430,1441,293,
North Channel,4N,3,9/13/2017,Efish,3,NV,Arroyo Chub,1,NV,43,1,1430,1441,293,
North Channel,4N,3,9/13/2017,Efish,3,NV,Western Mosquitofish,1,30,NV,1,1430,1441,293,
North Channel,4N,3,9/13/2017,Efish,3,NV,Arroyo Chub,1,NV,40,1.3,1430,1441,293,
North Channel,4N,3,9/13/2017,Efish,3,NV,Arroyo Chub,1,NV,50,1.5,1430,1441,293,
North Channel,4N,3,9/13/2017,Efish,3,NV,Arroyo Chub,1,NV,50,2,1430,1441,293,
North Channel,4N,3,9/13/2017,Efish,3,NV,Santa Ana Sucker,1,NV,65,2,1430,1441,293,
North Channel,4N,3,9/13/2017,Efish,3,NV,Arroyo Chub,1,NV,53,2.1,1430,1441,293,
North Channel,4N,3,9/13/2017,Efish,3,NV,Arroyo Chub,1,NV,55,2.2,1430,1441,293,
North Channel,4N,3,9/13/2017,Efish,3,NV,Arroyo Chub,1,NV,55,2.3,1430,1441,293,
North Channel,4N,3,9/13/2017,Efish,3,NV,Santa Ana Sucker,1,NV,60,3,1430,1441,293,
North Channel,4N,3,9/13/2017,Efish,3,NV,Arroyo Chub,1,NV,58,3.2,1430,1441,293,
North Channel,4N,3,9/13/2017,Efish,3,NV,Santa Ana Sucker,1,NV,70,4.9,1430,1441,293,
North Channel,4N,3,9/13/2017,Efish,3,NV,Santa Ana Sucker,1,NV,70,5,1430,1441,293,
North Channel,4N,3,9/13/2017,Efish,3,NV,Santa Ana Sucker,1,NV,75,5.3,1430,1441,293,
North Channel,4N,3,9/13/2017,Efish,3,NV,Santa Ana Sucker,1,NV,80,6.8,1430,1441,293,
South Channel,4S,1,9/12/2017,Efish,2,NV,Western Mosquitofish,1,30,NV,0.2,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Western Mosquitofish,1,30,NV,0.3,1010,1025,777,Team 2
South Channel,4S,1,9/12/2017,Efish,2,NV,Western Mosquitofish,1,30,NV,0.3,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Western Mosquitofish,1,30,NV,0.3,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Western Mosquitofish,1,30,NV,0.3,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Western Mosquitofish,1,30,NV,0.3,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Western Mosquitofish,1,40,NV,0.5,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Western Mosquitofish,1,30,NV,0.6,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Western Mosquitofish,1,35,NV,0.6,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Western Mosquitofish,1,40,NV,0.6,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Western Mosquitofish,1,40,NV,0.6,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Western Mosquitofish,1,40,NV,0.7,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Western Mosquitofish,1,40,NV,0.8,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Western Mosquitofish,1,42,NV,0.8,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Western Mosquitofish,1,45,NV,1,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Western Mosquitofish,1,45,NV,1.1,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Santa Ana Sucker,1,NV,50,1.7,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Santa Ana Sucker,1,NV,55,2.5,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Santa Ana Sucker,1,NV,60,2.6,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Santa Ana Sucker,1,NV,60,3,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Santa Ana Sucker,1,NV,70,3.4,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Santa Ana Sucker,1,NV,70,4.7,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Santa Ana Sucker,1,NV,70,5,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Santa Ana Sucker,1,NV,75,5.3,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Yellow Bullhead Catfish,1,NV,70,5.8,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Western Mosquitofish,1,35,NV,4,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,30,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,40,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,40,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,40,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,40,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,40,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,40,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,40,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,40,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,40,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,40,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,40,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,40,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,41,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,41,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,41,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,42,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,45,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,45,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,45,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,45,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,45,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,45,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,45,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,45,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,45,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,45,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,45,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,45,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,45,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,45,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,45,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,45,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,45,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,45,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,47,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,50,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,50,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,50,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,50,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,50,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,50,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,50,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,50,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,50,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,50,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,50,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,50,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,50,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,50,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,50,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,50,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,50,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,50,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,50,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,50,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,50,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,50,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,55,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,55,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,55,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,55,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,55,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,55,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,55,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,55,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Santa Ana Sucker,1,NV,55,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,56,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,60,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,60,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,60,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,60,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Arroyo Chub,1,NV,65,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,2,NV,Santa Ana Sucker,1,NV,70,NV,1010,1025,777,
South Channel,4S,1,9/12/2017,Efish,1,NV,Western Mosquitofish,1,22,NV,0.1,945,1000,745,
South Channel,4S,1,9/12/2017,Efish,1,NV,Western Mosquitofish,1,25,NV,0.3,945,1000,745,
South Channel,4S,1,9/12/2017,Efish,1,NV,Western Mosquitofish,1,32,NV,0.4,945,1000,745,
South Channel,4S,1,9/12/2017,Efish,1,NV,Western Mosquitofish,1,30,NV,0.5,945,1000,745,
South Channel,4S,1,9/12/2017,Efish,1,NV,Western Mosquitofish,1,37,NV,0.7,945,1000,745,
South Channel,4S,1,9/12/2017,Efish,1,NV,Western Mosquitofish,1,40,NV,0.7,945,1000,745,
South Channel,4S,1,9/12/2017,Efish,1,NV,Arroyo Chub,1,NV,38,0.8,945,1000,745,
South Channel,4S,1,9/12/2017,Efish,1,NV,Western Mosquitofish,1,39,NV,0.8,945,1000,745,
South Channel,4S,1,9/12/2017,Efish,1,NV,Arroyo Chub,1,NV,40,0.9,945,1000,745,
South Channel,4S,1,9/12/2017,Efish,1,NV,Arroyo Chub,1,NV,40,0.9,945,1000,745,
South Channel,4S,1,9/12/2017,Efish,1,NV,Western Mosquitofish,1,40,NV,0.9,945,1000,745,
South Channel,4S,1,9/12/2017,Efish,1,NV,Arroyo Chub,1,NV,38,1,945,1000,745,
South Channel,4S,1,9/12/2017,Efish,1,NV,Arroyo Chub,1,NV,41,1.1,945,1000,745,
South Channel,4S,1,9/12/2017,Efish,1,NV,Arroyo Chub,1,NV,43,1.1,945,1000,745,
South Channel,4S,1,9/12/2017,Efish,1,NV,Arroyo Chub,1,NV,45,1.1,945,1000,745,
South Channel,4S,1,9/12/2017,Efish,1,NV,Arroyo Chub,1,NV,45,1.1,945,1000,745,
South Channel,4S,1,9/12/2017,Efish,1,NV,Western Mosquitofish,1,44,NV,1.1,945,1000,745,
South Channel,4S,1,9/12/2017,Efish,1,NV,Western Mosquitofish,1,45,NV,1.1,945,1000,745,
South Channel,4S,1,9/12/2017,Efish,1,NV,Arroyo Chub,1,NV,40,1.2,945,1000,745,
South Channel,4S,1,9/12/2017,Efish,1,NV,Arroyo Chub,1,NV,44,1.2,945,1000,745,
South Channel,4S,1,9/12/2017,Efish,1,NV,Arroyo Chub,1,NV,45,1.2,945,1000,745,
South Channel,4S,1,9/12/2017,Efish,1,NV,Western Mosquitofish,1,25,NV,1.2,945,1000,745,
South Channel,4S,1,9/12/2017,Efish,1,NV,Arroyo Chub,1,NV,40,1.3,945,1000,745,
South Channel,4S,1,9/12/2017,Efish,1,NV,Arroyo Chub,1,NV,40,1.3,945,1000,745,
South Channel,4S,1,9/12/2017,Efish,1,NV,Arroyo Chub,1,NV,43,1.3,945,1000,745,
South Channel,4S,1,9/12/2017,Efish,1,NV,Arroyo Chub,1,NV,44,1.3,945,1000,745,
South Channel,4S,1,9/12/2017,Efish,1,NV,Arroyo Chub,1,NV,43,1.4,945,1000,745,
South Channel,4S,1,9/12/2017,Efish,1,NV,Arroyo Chub,1,NV,45,1.4,945,1000,745,
South Channel,4S,1,9/12/2017,Efish,1,NV,Arroyo Chub,1,NV,46,1.4,945,1000,745,
South Channel,4S,1,9/12/2017,Efish,1,NV,Arroyo Chub,1,NV,50,1.4,945,1000,745,
South Channel,4S,1,9/12/2017,Efish,1,NV,Arroyo Chub,1,NV,45,1.5,945,1000,745,
South Channel,4S,1,9/12/2017,Efish,1,NV,Santa Ana Sucker,1,NV,46,1.5,945,1000,745,
South Channel,4S,1,9/12/2017,Efish,1,NV,Arroyo Chub,1,NV,48,1.5,945,1000,745,
South Channel,4S,1,9/12/2017,Efish,1,NV,Santa Ana Sucker,1,NV,51,1.5,945,1000,745,
