Location,Section,Reach,Latitude,Longitude,Date,General Transect,Channel width (m),Depth (cm),Vel (0.6) m/s,Vel (0.2)  m/s,Vel (0.8)  m/s,Distance to Cover (m),Cover Type,Dominant Substrate,"Canopy
Left Bank","Canopy
Upstream","Canopy
Right Bank","Canopy
Downstream",Comments
RIX to Crossover Channel,3,7,NV,NV,9/18/2016,4,6.9,10,0.71,NA,NA,0,OV/UB,GV,NV,NV,17,NV,
RIX to Crossover Channel,3,7,NV,NV,9/18/2016,4,6.9,2,0,NA,NA,0,OV,SA,17,NV,NV,NV,
RIX to Crossover Channel,3,7,NV,NV,9/18/2016,4,6.9,4,0,NA,NA,0,OV,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,7,NV,NV,9/18/2016,4,6.9,26,1.39,NA,NA,NA,NC,CO,NV,0,NV,0,
RIX to Crossover Channel,3,7,NV,NV,9/18/2016,4,6.9,28,1.37,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,7,NV,NV,9/18/2016,4,6.9,22,1.26,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,7,NV,NV,9/18/2016,4,6.9,35,1.21,NA,NA,NA,NC,CO,NV,NV,NV,NV,
RIX to Crossover Channel,3,7,NV,NV,9/18/2016,4,6.9,13,0.74,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,7,NV,NV,9/18/2016,5,5,20,0,NA,NA,0,UB,SA,16,NV,NV,NV,
RIX to Crossover Channel,3,7,NV,NV,9/18/2016,5,5,4,0,NA,NA,0,WD,CO,NV,NV,17,NV,
RIX to Crossover Channel,3,7,NV,NV,9/18/2016,5,5,46,0.87,NA,NA,0.5,UB,CO,NV,NV,NV,NV,
RIX to Crossover Channel,3,7,NV,NV,9/18/2016,5,5,5,-0.08,NA,NA,0.5,WD,SA,NV,NV,NV,NV,
RIX to Crossover Channel,3,7,NV,NV,9/18/2016,5,5,40,1.39,NA,NA,NA,NC,CO,NV,NV,NV,NV,
RIX to Crossover Channel,3,7,NV,NV,9/18/2016,5,5,36,1.3,NA,NA,NA,NC,CO,NV,15,NV,15,
RIX to Crossover Channel,3,7,NV,NV,9/18/2016,5,5,46,1.16,NA,NA,NA,NC,CO,NV,NV,NV,NV,
RIX to Crossover Channel,3,7,NV,NV,9/18/2016,5,5,46,0.96,NA,NA,NA,NC,CO,NV,NV,NV,NV,
RIX to Crossover Channel,3,7,NV,NV,9/18/2016,5,5,46,0.57,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,7,NV,NV,9/18/2016,5,5,34,0.33,NA,NA,NA,NC,SA,NV,NV,NV,NV,
RIX to Crossover Channel,3,7,34.03906,-117.35538,9/18/2016,6,6.2,35,0.2,NA,NA,0,UB,GV,17,NV,NV,NV,
RIX to Crossover Channel,3,7,34.03906,-117.35538,9/18/2016,6,6.2,48,0.98,NA,NA,1,UB,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,7,34.03906,-117.35538,9/18/2016,6,6.2,45,1.06,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,7,34.03906,-117.35538,9/18/2016,6,6.2,42,1.04,NA,NA,NA,NC,GV,NV,13,NV,8,
RIX to Crossover Channel,3,7,34.03906,-117.35538,9/18/2016,6,6.2,44,1.01,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,7,34.03906,-117.35538,9/18/2016,6,6.2,44,0.89,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,7,34.03906,-117.35538,9/18/2016,6,6.2,36,0.45,NA,NA,NA,NC,SA,NV,NV,NV,NV,
RIX to Crossover Channel,3,7,34.03906,-117.35538,9/18/2016,6,6.2,30,0.32,NA,NA,NA,NC,SA,NV,NV,NV,NV,
RIX to Crossover Channel,3,7,34.03906,-117.35538,9/18/2016,6,6.2,6,0.06,NA,NA,NA,NC,SA,NV,NV,16,NV,
RIX to Crossover Channel,3,7,34.03906,-117.35538,9/18/2016,6,6.2,17,0.03,NA,NA,NA,NC,SA,NV,NV,NV,NV,
RIX to Crossover Channel,3,8,34.03728,-117.35596,9/18/2016,1,11,22,0.28,NA,NA,0.2,UB,SA,15,NV,NV,NV,
RIX to Crossover Channel,3,8,34.03728,-117.35596,9/18/2016,1,11,22,0.72,NA,NA,0.5,OV,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,8,34.03728,-117.35596,9/18/2016,1,11,8,0.17,NA,NA,0.5,UB,SA,NV,NV,17,NV,
RIX to Crossover Channel,3,8,34.03728,-117.35596,9/18/2016,1,11,5,0.06,NA,NA,0.5,OV,SA,NV,NV,NV,NV,
RIX to Crossover Channel,3,8,34.03728,-117.35596,9/18/2016,1,11,29,0.92,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,8,34.03728,-117.35596,9/18/2016,1,11,28,0.79,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,8,34.03728,-117.35596,9/18/2016,1,11,30,0.76,NA,NA,NA,NC,GV,NV,16,NV,17,
RIX to Crossover Channel,3,8,34.03728,-117.35596,9/18/2016,1,11,31,0.62,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,8,34.03728,-117.35596,9/18/2016,1,11,26,0.59,NA,NA,NA,NC,SA,NV,NV,NV,NV,
RIX to Crossover Channel,3,8,34.03728,-117.35596,9/18/2016,1,11,12,0.36,NA,NA,NA,NC,SA,NV,NV,NV,NV,
RIX to Crossover Channel,3,8,NV,NV,9/18/2016,2,10.4,20,0.04,NA,NA,0,OV,SA,13,NV,NV,NV,
RIX to Crossover Channel,3,8,NV,NV,9/18/2016,2,10.4,37,0.81,NA,NA,0.2,OV,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,8,NV,NV,9/18/2016,2,10.4,35,0.44,NA,NA,0.5,OV,SA,NV,NV,NV,NV,
RIX to Crossover Channel,3,8,NV,NV,9/18/2016,2,10.4,20,0.1,NA,NA,0.5,UB,SA,NV,NV,17,NV,
RIX to Crossover Channel,3,8,NV,NV,9/18/2016,2,10.4,24,0.93,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,8,NV,NV,9/18/2016,2,10.4,21,0.81,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,8,NV,NV,9/18/2016,2,10.4,16,0.78,NA,NA,NA,NC,GV,NV,0,NV,0,
RIX to Crossover Channel,3,8,NV,NV,9/18/2016,2,10.4,28,0.7,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,8,NV,NV,9/18/2016,2,10.4,20,0.67,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,8,NV,NV,9/18/2016,2,10.4,28,0.66,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,8,NV,NV,9/18/2016,3,8.2,35,0.79,NA,NA,0,OV,SA,NV,NV,NV,NV,
RIX to Crossover Channel,3,8,NV,NV,9/18/2016,3,8.2,7,0.02,NA,NA,0,OV,SA,17,NV,NV,NV,
RIX to Crossover Channel,3,8,NV,NV,9/18/2016,3,8.2,22,0.48,NA,NA,0.2,OV,SA,NV,NV,NV,NV,
RIX to Crossover Channel,3,8,NV,NV,9/18/2016,3,8.2,44,0.24,NA,NA,0.4,UB,SA,NV,NV,17,NV,
RIX to Crossover Channel,3,8,NV,NV,9/18/2016,3,8.2,28,0.91,NA,NA,NA,NC,GV,NV,1,NV,6,
RIX to Crossover Channel,3,8,NV,NV,9/18/2016,3,8.2,36,0.8,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,8,NV,NV,9/18/2016,3,8.2,20,0.77,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,8,NV,NV,9/18/2016,3,8.2,25,0.76,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,8,NV,NV,9/18/2016,3,8.2,36,0.75,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,8,NV,NV,9/18/2016,3,8.2,22,0.65,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,8,NV,NV,9/18/2016,4,7.9,12,0.08,NA,NA,0,OV,SA,17,NV,NV,NV,
RIX to Crossover Channel,3,8,NV,NV,9/18/2016,4,7.9,19,0.2,NA,NA,0.1,OV,SA,NV,NV,NV,NV,
RIX to Crossover Channel,3,8,NV,NV,9/18/2016,4,7.9,11,0.09,NA,NA,0.2,OV/UB,SA,NV,NV,17,NV,
RIX to Crossover Channel,3,8,NV,NV,9/18/2016,4,7.9,37,0.6,NA,NA,0.5,OV,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,8,NV,NV,9/18/2016,4,7.9,42,0.8,NA,NA,0.7,OV,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,8,NV,NV,9/18/2016,4,7.9,31,0.75,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,8,NV,NV,9/18/2016,4,7.9,34,0.75,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,8,NV,NV,9/18/2016,4,7.9,33,0.74,NA,NA,NA,NC,GV,NV,0,NV,1,
RIX to Crossover Channel,3,8,NV,NV,9/18/2016,4,7.9,35,0.72,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,8,NV,NV,9/18/2016,4,7.9,26,0.63,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,8,NV,NV,9/18/2016,5,8.1,32,0.71,NA,NA,0,OV,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,8,NV,NV,9/18/2016,5,8.1,19,0.13,NA,NA,0,UB,SA,NV,NV,17,NV,
RIX to Crossover Channel,3,8,NV,NV,9/18/2016,5,8.1,32,-0.01,NA,NA,0,UB,SA,17,NV,NV,NV,
RIX to Crossover Channel,3,8,NV,NV,9/18/2016,5,8.1,29,0.32,NA,NA,0.5,UB,SA,NV,NV,NV,NV,
RIX to Crossover Channel,3,8,NV,NV,9/18/2016,5,8.1,36,0.48,NA,NA,1,UB,SA,NV,NV,NV,NV,
RIX to Crossover Channel,3,8,NV,NV,9/18/2016,5,8.1,32,0.76,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,8,NV,NV,9/18/2016,5,8.1,32,0.7,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,8,NV,NV,9/18/2016,5,8.1,34,0.67,NA,NA,NA,NC,GV,NV,1,NV,0,
RIX to Crossover Channel,3,8,NV,NV,9/18/2016,5,8.1,36,0.64,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,8,NV,NV,9/18/2016,5,8.1,32,0.64,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,8,34.03683,-117.35609,9/18/2016,6,8.2,55,0.58,NA,NA,0,NC,SA,NV,NV,NV,NV,
RIX to Crossover Channel,3,8,34.03683,-117.35609,9/18/2016,6,8.2,40,0.12,NA,NA,0,UB,SA,17,NV,NV,NV,
RIX to Crossover Channel,3,8,34.03683,-117.35609,9/18/2016,6,8.2,8,-0.04,NA,NA,0,OV,GV,NV,NV,16,NV,
RIX to Crossover Channel,3,8,34.03683,-117.35609,9/18/2016,6,8.2,52,0.7,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,8,34.03683,-117.35609,9/18/2016,6,8.2,47,0.67,NA,NA,NA,NC,SA,NV,NV,NV,NV,
RIX to Crossover Channel,3,8,34.03683,-117.35609,9/18/2016,6,8.2,44,0.65,NA,NA,NA,NC,GV,NV,17,NV,12,
RIX to Crossover Channel,3,8,34.03683,-117.35609,9/18/2016,6,8.2,39,0.61,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,8,34.03683,-117.35609,9/18/2016,6,8.2,36,0.42,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,8,34.03683,-117.35609,9/18/2016,6,8.2,26,0.23,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,8,34.03683,-117.35609,9/18/2016,6,8.2,16,0.02,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,9,34.03426,-117.35637,9/17/2016,1,10.5,20,0.08,NA,NA,0,OV,SA,17,NV,NV,NV,
Crossover Channel,4,9,34.03426,-117.35637,9/17/2016,1,10.5,17,0.16,NA,NA,0.1,OV,SA,NV,NV,NV,NV,
Crossover Channel,4,9,34.03426,-117.35637,9/17/2016,1,10.5,18,0.2,NA,NA,0.3,OV,SA,NV,NV,17,NV,
Crossover Channel,4,9,34.03426,-117.35637,9/17/2016,1,10.5,33,0.82,NA,NA,1,OV,GV,NV,NV,NV,NV,
Crossover Channel,4,9,34.03426,-117.35637,9/17/2016,1,10.5,26,0.95,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,9,34.03426,-117.35637,9/17/2016,1,10.5,28,0.89,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,9,34.03426,-117.35637,9/17/2016,1,10.5,15,0.67,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,9,34.03426,-117.35637,9/17/2016,1,10.5,20,0.61,NA,NA,NA,NC,GV,NV,0,NV,0,
Crossover Channel,4,9,34.03426,-117.35637,9/17/2016,1,10.5,17,0.42,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,9,34.03426,-117.35637,9/17/2016,1,10.5,17,0.3,NA,NA,NA,NC,SA,NV,NV,NV,NV,
Crossover Channel,4,9,NV,NV,9/17/2016,2,11,13,0.1,NA,NA,0,OV,GV,3,NV,NV,NV,
Crossover Channel,4,9,NV,NV,9/17/2016,2,11,21,0.39,NA,NA,0.2,OV,GV,NV,NV,0,NV,
Crossover Channel,4,9,NV,NV,9/17/2016,2,11,30,0.71,NA,NA,1,OV,GV,NV,NV,NV,NV,
Crossover Channel,4,9,NV,NV,9/17/2016,2,11,12,0.39,NA,NA,1,OV,GV,NV,NV,NV,NV,
Crossover Channel,4,9,NV,NV,9/17/2016,2,11,25,0.82,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,9,NV,NV,9/17/2016,2,11,25,0.77,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,9,NV,NV,9/17/2016,2,11,22,0.77,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,9,NV,NV,9/17/2016,2,11,20,0.64,NA,NA,NA,NC,GV,NV,0,NV,0,
Crossover Channel,4,9,NV,NV,9/17/2016,2,11,12,0.53,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,9,NV,NV,9/17/2016,2,11,12,0.52,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,9,NV,NV,9/17/2016,3,14.9,8,0.1,NA,NA,0,OV,SA,0,NV,NV,NV,
Crossover Channel,4,9,NV,NV,9/17/2016,3,14.9,13,0.05,NA,NA,0,OV,SA,NV,NV,17,NV,
Crossover Channel,4,9,NV,NV,9/17/2016,3,14.9,12,0.36,NA,NA,1,OV,SA,NV,NV,NV,NV,
Crossover Channel,4,9,NV,NV,9/17/2016,3,14.9,10,0.21,NA,NA,1,OV,SA,NV,NV,NV,NV,
Crossover Channel,4,9,NV,NV,9/17/2016,3,14.9,23,0.72,NA,NA,NA,NC,GV,NV,0,NV,0,
Crossover Channel,4,9,NV,NV,9/17/2016,3,14.9,23,0.72,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,9,NV,NV,9/17/2016,3,14.9,22,0.65,NA,NA,NA,NC,SA,NV,NV,NV,NV,
Crossover Channel,4,9,NV,NV,9/17/2016,3,14.9,18,0.61,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,9,NV,NV,9/17/2016,3,14.9,17,0.58,NA,NA,NA,NC,SA,NV,NV,NV,NV,
Crossover Channel,4,9,NV,NV,9/17/2016,3,14.9,14,0.4,NA,NA,NA,NC,SA,NV,NV,NV,NV,
Crossover Channel,4,9,NV,NV,9/17/2016,4,20.5,18,0.03,NA,NA,0,OV,SA,NV,NV,17,NV,
Crossover Channel,4,9,NV,NV,9/17/2016,4,20.5,15,0.39,NA,NA,1,OV,SA,NV,NV,NV,NV,
Crossover Channel,4,9,NV,NV,9/17/2016,4,20.5,19,0.59,NA,NA,NA,NC,GV,NV,0,NV,0,
Crossover Channel,4,9,NV,NV,9/17/2016,4,20.5,15,0.51,NA,NA,NA,NC,SA,NV,NV,NV,NV,
Crossover Channel,4,9,NV,NV,9/17/2016,4,20.5,15,0.51,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,9,NV,NV,9/17/2016,4,20.5,13,0.49,NA,NA,NA,NC,SA,NV,NV,NV,NV,
Crossover Channel,4,9,NV,NV,9/17/2016,4,20.5,14,0.48,NA,NA,NA,NC,SA,NV,NV,NV,NV,
Crossover Channel,4,9,NV,NV,9/17/2016,4,20.5,13,0.44,NA,NA,NA,NC,SA,NV,NV,NV,NV,
Crossover Channel,4,9,NV,NV,9/17/2016,4,20.5,11,0.3,NA,NA,NA,NC,SA,NV,NV,NV,NV,
Crossover Channel,4,9,NV,NV,9/17/2016,4,20.5,8,0.01,NA,NA,NA,NC,SA,0,NV,NV,NV,
Crossover Channel,4,9,NV,NV,9/17/2016,5,17.3,29,0.56,NA,NA,0,OV,GV,NV,NV,15,NV,
Crossover Channel,4,9,NV,NV,9/17/2016,5,17.3,23,0.63,NA,NA,1,OV,GV,NV,NV,NV,NV,
Crossover Channel,4,9,NV,NV,9/17/2016,5,17.3,16,0.61,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,9,NV,NV,9/17/2016,5,17.3,10,0.59,NA,NA,NA,NC,GV,NV,0,NV,0,
Crossover Channel,4,9,NV,NV,9/17/2016,5,17.3,11,0.51,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,9,NV,NV,9/17/2016,5,17.3,11,0.44,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,9,NV,NV,9/17/2016,5,17.3,11,0.42,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,9,NV,NV,9/17/2016,5,17.3,10,0.41,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,9,NV,NV,9/17/2016,5,17.3,11,0.34,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,9,NV,NV,9/17/2016,5,17.3,8,-0.08,NA,NA,NA,NC,SA,0,NV,NV,NV,
Crossover Channel,4,9,34.03384,-117.35605,9/17/2016,6,20,4,0.56,NA,NA,0,OV,SA,17,NV,NV,NV,
Crossover Channel,4,9,34.03384,-117.35605,9/17/2016,6,20,14,0.1,NA,NA,0,OV,GV,NV,NV,17,NV,
Crossover Channel,4,9,34.03384,-117.35605,9/17/2016,6,20,17,0.57,NA,NA,1,OV,GV,NV,NV,NV,NV,
Crossover Channel,4,9,34.03384,-117.35605,9/17/2016,6,20,6,0.33,NA,NA,2,OV,SA,NV,NV,NV,NV,
Crossover Channel,4,9,34.03384,-117.35605,9/17/2016,6,20,15,0.6,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,9,34.03384,-117.35605,9/17/2016,6,20,12,0.41,NA,NA,NA,NC,SA,NV,NV,NV,NV,
Crossover Channel,4,9,34.03384,-117.35605,9/17/2016,6,20,10,0.26,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,9,34.03384,-117.35605,9/17/2016,6,20,9,0.11,NA,NA,NA,NC,SA,NV,0,NV,0,
Crossover Channel,4,9,34.03384,-117.35605,9/17/2016,6,20,4,0.06,NA,NA,NA,NC,SA,NV,NV,NV,NV,
Crossover Channel,4,9,34.03384,-117.35605,9/17/2016,6,20,2,0,NA,NA,NA,NC,SA,NV,NV,NV,NV,
Crossover Channel,4,10,34.03339,-117.35597,9/17/2016,1,8.1,18,0,NA,NA,0,OV,SA,17,NV,NV,NV,
Crossover Channel,4,10,34.03339,-117.35597,9/17/2016,1,8.1,26,0,NA,NA,0,OV,SA,NV,NV,NV,NV,
Crossover Channel,4,10,34.03339,-117.35597,9/17/2016,1,8.1,31,0.28,NA,NA,1.5,OV,SA,NV,NV,NV,NV,
Crossover Channel,4,10,34.03339,-117.35597,9/17/2016,1,8.1,38,1.08,NA,NA,NA,NC,GV,NV,0,NV,0,
Crossover Channel,4,10,34.03339,-117.35597,9/17/2016,1,8.1,37,0.87,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,10,34.03339,-117.35597,9/17/2016,1,8.1,35,0.82,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,10,34.03339,-117.35597,9/17/2016,1,8.1,34,0.66,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,10,34.03339,-117.35597,9/17/2016,1,8.1,19,0.34,NA,NA,NA,NC,SA,NV,NV,NV,NV,
Crossover Channel,4,10,34.03339,-117.35597,9/17/2016,1,8.1,11,0.19,NA,NA,NA,NC,SA,NV,NV,NV,NV,
Crossover Channel,4,10,34.03339,-117.35597,9/17/2016,1,8.1,5,0,NA,NA,NA,NC,SA,NV,NV,0,NV,
Crossover Channel,4,10,NV,NV,9/17/2016,2,9.4,10,0.03,NA,NA,0,OV,SA,NV,NV,NV,NV,
Crossover Channel,4,10,NV,NV,9/17/2016,2,9.4,2,0,NA,NA,0,OV,CO,11,NV,NV,NV,
Crossover Channel,4,10,NV,NV,9/17/2016,2,9.4,7,0,NA,NA,0,OV,GV,NV,NV,0,NV,
Crossover Channel,4,10,NV,NV,9/17/2016,2,9.4,14,0.34,NA,NA,0.5,OV,CO,NV,NV,NV,NV,
Crossover Channel,4,10,NV,NV,9/17/2016,2,9.4,18,0.63,NA,NA,0.8,OV,GV,NV,NV,NV,NV,
Crossover Channel,4,10,NV,NV,9/17/2016,2,9.4,29,0.95,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,10,NV,NV,9/17/2016,2,9.4,30,0.86,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,10,NV,NV,9/17/2016,2,9.4,28,0.84,NA,NA,NA,NC,GV,NV,0,NV,0,
Crossover Channel,4,10,NV,NV,9/17/2016,2,9.4,29,0.79,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,10,NV,NV,9/17/2016,2,9.4,19,0.5,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,10,NV,NV,9/17/2016,3,10.1,25,0.37,NA,NA,0,BO,CO,NV,NV,NV,NV,
Crossover Channel,4,10,NV,NV,9/17/2016,3,10.1,4,0,NA,NA,0,OV,CO,17,NV,NV,NV,
Crossover Channel,4,10,NV,NV,9/17/2016,3,10.1,2,0,NA,NA,0,OV,SA,NV,NV,17,NV,
Crossover Channel,4,10,NV,NV,9/17/2016,3,10.1,18,0.31,NA,NA,0.2,OV,GV,NV,NV,NV,NV,
Crossover Channel,4,10,NV,NV,9/17/2016,3,10.1,9,0.07,NA,NA,0.5,OV,GV,NV,NV,NV,NV,
Crossover Channel,4,10,NV,NV,9/17/2016,3,10.1,25,1.09,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,10,NV,NV,9/17/2016,3,10.1,24,0.98,NA,NA,NA,NC,GV,NV,0,NV,0,
Crossover Channel,4,10,NV,NV,9/17/2016,3,10.1,27,0.91,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,10,NV,NV,9/17/2016,3,10.1,19,0.82,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,10,NV,NV,9/17/2016,3,10.1,23,0.69,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,10,NV,NV,9/17/2016,4,9.2,16,0.26,NA,NA,0,OV,CO,NV,NV,NV,NV,
Crossover Channel,4,10,NV,NV,9/17/2016,4,9.2,9,0.08,NA,NA,0,OV,GV,17,NV,NV,NV,
Crossover Channel,4,10,NV,NV,9/17/2016,4,9.2,5,0.01,NA,NA,0,OV,SA,NV,NV,17,NV,
Crossover Channel,4,10,NV,NV,9/17/2016,4,9.2,12,0.58,NA,NA,0.2,OV,GV,NV,NV,NV,NV,
Crossover Channel,4,10,NV,NV,9/17/2016,4,9.2,24,0.77,NA,NA,0.5,OV,BO,NV,NV,NV,NV,
Crossover Channel,4,10,NV,NV,9/17/2016,4,9.2,22,0.84,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,10,NV,NV,9/17/2016,4,9.2,28,0.82,NA,NA,NA,NC,GV,NV,0,NV,0,
Crossover Channel,4,10,NV,NV,9/17/2016,4,9.2,31,0.76,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,10,NV,NV,9/17/2016,4,9.2,26,0.76,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,10,NV,NV,9/17/2016,4,9.2,29,0.55,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,10,NV,NV,9/17/2016,5,8.4,25,0.39,NA,NA,0,OV,CO,17,NV,NV,NV,
Crossover Channel,4,10,NV,NV,9/17/2016,5,8.4,9,0.07,NA,NA,0,OV,GV,NV,NV,17,NV,
Crossover Channel,4,10,NV,NV,9/17/2016,5,8.4,15,0.63,NA,NA,0.5,OV,GV,NV,NV,NV,NV,
Crossover Channel,4,10,NV,NV,9/17/2016,5,8.4,28,0.71,NA,NA,0.8,OV,GV,NV,NV,NV,NV,
Crossover Channel,4,10,NV,NV,9/17/2016,5,8.4,27,0.78,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,10,NV,NV,9/17/2016,5,8.4,28,0.77,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,10,NV,NV,9/17/2016,5,8.4,19,0.76,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,10,NV,NV,9/17/2016,5,8.4,26,0.75,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,10,NV,NV,9/17/2016,5,8.4,28,0.72,NA,NA,NA,NC,GV,NV,0,NV,0,
Crossover Channel,4,10,NV,NV,9/17/2016,5,8.4,29,0.71,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,10,34.033,-117.35611,9/17/2016,6,10.4,25,0.64,NA,NA,0,BO,GV,NV,NV,NV,NV,
Crossover Channel,4,10,34.033,-117.35611,9/17/2016,6,10.4,9,0.17,NA,NA,0,OV,SA,NV,NV,17,NV,
Crossover Channel,4,10,34.033,-117.35611,9/17/2016,6,10.4,17,0.13,NA,NA,0,AM,SA,17,NV,NV,NV,
Crossover Channel,4,10,34.033,-117.35611,9/17/2016,6,10.4,23,0.52,NA,NA,1,AM,GV,NV,NV,NV,NV,
Crossover Channel,4,10,34.033,-117.35611,9/17/2016,6,10.4,23,0.33,NA,NA,1,BO,GV,NV,NV,NV,NV,
Crossover Channel,4,10,34.033,-117.35611,9/17/2016,6,10.4,24,0.15,NA,NA,1,OV,GV,NV,NV,NV,NV,
Crossover Channel,4,10,34.033,-117.35611,9/17/2016,6,10.4,28,0.72,NA,NA,NA,NC,GV,NV,0,NV,0,
