"","Low","Medium","High","Position","Species","Life_Stage","Hydraulic","Node"
"1","Q >= newx1a","Q >= newx2a","Q >= min_limit & Q <= newx3a","vel_m_LOB","Typha","Adult","Velocity","F37BLow"
"2","Q >= newx1a","Q <= newx2a[1] & Q >= newx2a[2]","Q >= min_limit & Q <= newx3a","vel_m_MC","Typha","Adult","Velocity","F37BLow"
"3","Q >= newx1a","Q >= newx2a[1] & Q <= newx2a[2]","Q >= newx3a[1] & Q <= newx3a[2]","vel_m_ROB","Typha","Adult","Velocity","F37BLow"
