"","LOB","MC","ROB","Species","Life_Stage","Hydraulic","Node"
"1",0,0,0,"SAS","Juvenile","Depth","F37B_Low"
"2",3369.2626953125,3369.2626953125,3369.2626953125,"SAS","Juvenile","Depth","F37B_Low"
"3",NA,NA,NA,"SAS","Juvenile","Depth","F37B_Low"
"4",NA,NA,NA,"SAS","Juvenile","Depth","F37B_Low"
"5",NA,34.9103081768185,35.0154238591276,"SAS","Juvenile","Depth","F37B_Low"
"6",NA,199.980854121246,199.987812757405,"SAS","Juvenile","Depth","F37B_Low"
"7",NA,NA,NA,"SAS","Juvenile","Depth","F37B_Low"
"8",NA,NA,NA,"SAS","Juvenile","Depth","F37B_Low"
"9",NA,63.5453268061846,72.1057524229544,"SAS","Juvenile","Depth","F37B_Low"
"10",NA,199.958275014953,199.972192287271,"SAS","Juvenile","Depth","F37B_Low"
"11",NA,NA,NA,"SAS","Juvenile","Depth","F37B_Low"
"12",NA,NA,NA,"SAS","Juvenile","Depth","F37B_Low"
