"","LOB","MC","ROB","Species","Life_Stage","Hydraulic","Node"
"1",112.70253600496,612.576719259377,198.922564927059,"Willow","Seedling","Depth","GLEN"
"2",NA,NA,NA,"Willow","Seedling","Depth","GLEN"
"3",NA,NA,NA,"Willow","Seedling","Depth","GLEN"
"4",NA,NA,NA,"Willow","Seedling","Depth","GLEN"
"5",249.444455698901,1083.02387483067,429.118375076387,"Willow","Seedling","Depth","GLEN"
"6",NA,NA,NA,"Willow","Seedling","Depth","GLEN"
"7",NA,NA,NA,"Willow","Seedling","Depth","GLEN"
"8",NA,NA,NA,"Willow","Seedling","Depth","GLEN"
"9",376.893327964491,1443.88682750884,637.461528763657,"Willow","Seedling","Depth","GLEN"
"10",NA,NA,NA,"Willow","Seedling","Depth","GLEN"
"11",NA,NA,NA,"Willow","Seedling","Depth","GLEN"
"12",NA,NA,NA,"Willow","Seedling","Depth","GLEN"
