"","LOB","MC","ROB","Species","Life_Stage","Hydraulic","Node"
"1",0,0,0,"SAS","Adult","Depth","LA20_2"
"2",28466.2832,28466.2832,28466.2832,"SAS","Adult","Depth","LA20_2"
"3",NA,NA,NA,"SAS","Adult","Depth","LA20_2"
"4",NA,NA,NA,"SAS","Adult","Depth","LA20_2"
"5",9087.17484269895,81.9059973516295,22397.2253760134,"SAS","Adult","Depth","LA20_2"
"6",19621.9369461695,774.777398847793,NA,"SAS","Adult","Depth","LA20_2"
"7",NA,NA,NA,"SAS","Adult","Depth","LA20_2"
"8",NA,NA,NA,"SAS","Adult","Depth","LA20_2"
"9",11277.4946636692,148.285136547427,25418.4495888419,"SAS","Adult","Depth","LA20_2"
"10",17793.3926183271,586.756231355889,NA,"SAS","Adult","Depth","LA20_2"
"11",NA,NA,NA,"SAS","Adult","Depth","LA20_2"
"12",NA,NA,NA,"SAS","Adult","Depth","LA20_2"
