"","Thresh","Position","Species","Life_Stage","Hydraulic","Node"
"1","Q >= newx1a","depth_cm_LOB","Steelhead","Migration","Depth","LA2"
"2","Q >= newx1a","depth_cm_MC","Steelhead","Migration","Depth","LA2"
"3","Q >= newx1a","depth_cm_ROB","Steelhead","Migration","Depth","LA2"
