"","Thresh","Position","Species","Life_Stage","Hydraulic","Node"
"1","Q >= min_limit & Q <= newx1a","vel_m_MC","Steelhead","Migration_Prolonged","Velocity","F34D"
"2",NA,"vel_m_MC","Steelhead","Migration_Prolonged","Velocity","F34D"
"3",NA,"vel_m_MC","Steelhead","Migration_Prolonged","Velocity","F34D"
