"","month","year","position","days_per_month_low","days_per_month_medium","days_per_month_high"
"1",1,2011,"LOB",0,NA,NA
"2",1,2011,"MC",NA,2,0
"3",1,2011,"ROB",0,0,0
"4",1,2012,"LOB",0,NA,NA
"5",1,2012,"MC",NA,0,0
"6",1,2012,"ROB",0,0,0
"7",1,2013,"LOB",0,NA,NA
"8",1,2013,"MC",NA,3,0
"9",1,2013,"ROB",0,0,0
"10",1,2014,"LOB",0,NA,NA
"11",1,2014,"MC",NA,0,0
"12",1,2014,"ROB",0,0,0
"13",1,2015,"LOB",0,NA,NA
"14",1,2015,"MC",NA,0,0
"15",1,2015,"ROB",0,0,0
"16",1,2016,"LOB",0,NA,NA
"17",1,2016,"MC",NA,0,0
"18",1,2016,"ROB",0,0,0
"19",1,2017,"LOB",0,NA,NA
"20",1,2017,"MC",NA,2,0
"21",1,2017,"ROB",0,0,0
"22",2,2011,"LOB",0,NA,NA
"23",2,2011,"MC",NA,14,0
"24",2,2011,"ROB",0,0,0
"25",2,2012,"LOB",0,NA,NA
"26",2,2012,"MC",NA,0,0
"27",2,2012,"ROB",0,0,0
"28",2,2013,"LOB",0,NA,NA
"29",2,2013,"MC",NA,0,0
"30",2,2013,"ROB",0,0,0
"31",2,2014,"LOB",0,NA,NA
"32",2,2014,"MC",NA,0,0
"33",2,2014,"ROB",0,0,0
"34",2,2015,"LOB",0,NA,NA
"35",2,2015,"MC",NA,0,0
"36",2,2015,"ROB",0,0,0
"37",2,2016,"LOB",0,NA,NA
"38",2,2016,"MC",NA,0,0
"39",2,2016,"ROB",0,0,0
"40",2,2017,"LOB",0,NA,NA
"41",2,2017,"MC",NA,10,0
"42",2,2017,"ROB",0,0,0
"43",3,2011,"LOB",0,NA,NA
"44",3,2011,"MC",NA,25,6
"45",3,2011,"ROB",0,0,0
"46",3,2012,"LOB",0,NA,NA
"47",3,2012,"MC",NA,0,0
"48",3,2012,"ROB",0,0,0
"49",3,2013,"LOB",0,NA,NA
"50",3,2013,"MC",NA,0,0
"51",3,2013,"ROB",0,0,0
"52",3,2014,"LOB",0,NA,NA
"53",3,2014,"MC",NA,0,0
"54",3,2014,"ROB",0,0,0
"55",3,2015,"LOB",0,NA,NA
"56",3,2015,"MC",NA,0,0
