"","LOB","MC","ROB","Species","Life_Stage","Hydraulic","Node"
"1",186.546770058097,191.492987479243,1698.69255044028,"Willow","Seedling","Depth","F57C"
"2",NA,NA,NA,"Willow","Seedling","Depth","F57C"
"3",NA,NA,NA,"Willow","Seedling","Depth","F57C"
"4",NA,NA,NA,"Willow","Seedling","Depth","F57C"
"5",407.127809906867,406.288155118378,2558.09162044194,"Willow","Seedling","Depth","F57C"
"6",NA,NA,NA,"Willow","Seedling","Depth","F57C"
"7",NA,NA,NA,"Willow","Seedling","Depth","F57C"
"8",NA,NA,NA,"Willow","Seedling","Depth","F57C"
"9",609.357489224511,597.177651990058,3171.60465770049,"Willow","Seedling","Depth","F57C"
"10",NA,NA,NA,"Willow","Seedling","Depth","F57C"
"11",NA,NA,NA,"Willow","Seedling","Depth","F57C"
"12",NA,NA,NA,"Willow","Seedling","Depth","F57C"
