"","LOB","MC","ROB","Species","Life_Stage","Hydraulic","Node"
"1",0,1.24620060614283,0,"SAS","Fry","Depth","F37B_High"
"2",0,13.0793371653283,0,"SAS","Fry","Depth","F37B_High"
