"","month","water_year","position","days_per_month"
"1",1,2010,"LOB",17
"2",1,2010,"MC",31
"3",1,2010,"ROB",17
"4",1,2011,"LOB",3
"5",1,2011,"MC",31
"6",1,2011,"ROB",3
"7",1,2012,"LOB",24
"8",1,2012,"MC",31
"9",1,2012,"ROB",24
"10",1,2013,"LOB",0
"11",1,2013,"MC",31
"12",1,2013,"ROB",0
"13",1,2014,"LOB",2
"14",1,2014,"MC",31
"15",1,2014,"ROB",2
"16",1,2015,"LOB",3
"17",1,2015,"MC",31
"18",1,2015,"ROB",3
"19",1,2016,"LOB",12
"20",1,2016,"MC",31
"21",1,2016,"ROB",12
"22",2,2010,"LOB",14
"23",2,2010,"MC",28
"24",2,2010,"ROB",14
"25",2,2011,"LOB",14
"26",2,2011,"MC",29
"27",2,2011,"ROB",14
"28",2,2012,"LOB",15
"29",2,2012,"MC",28
"30",2,2012,"ROB",15
"31",2,2013,"LOB",3
"32",2,2013,"MC",28
"33",2,2013,"ROB",3
"34",2,2014,"LOB",1
"35",2,2014,"MC",28
"36",2,2014,"ROB",1
"37",2,2015,"LOB",2
"38",2,2015,"MC",29
"39",2,2015,"ROB",2
"40",2,2016,"LOB",19
"41",2,2016,"MC",28
"42",2,2016,"ROB",19
"43",3,2010,"LOB",31
"44",3,2010,"MC",31
"45",3,2010,"ROB",31
"46",3,2011,"LOB",12
"47",3,2011,"MC",31
"48",3,2011,"ROB",12
"49",3,2012,"LOB",12
"50",3,2012,"MC",31
"51",3,2012,"ROB",12
"52",3,2013,"LOB",2
"53",3,2013,"MC",31
"54",3,2013,"ROB",2
"55",3,2014,"LOB",2
"56",3,2014,"MC",31
"57",3,2014,"ROB",2
"58",3,2015,"LOB",4
"59",3,2015,"MC",31
"60",3,2015,"ROB",4
"61",3,2016,"LOB",6
"62",3,2016,"MC",31
"63",3,2016,"ROB",6
"64",4,2010,"LOB",26
"65",4,2010,"MC",30
"66",4,2010,"ROB",26
"67",4,2011,"LOB",13
"68",4,2011,"MC",30
"69",4,2011,"ROB",13
"70",4,2012,"LOB",0
"71",4,2012,"MC",30
"72",4,2012,"ROB",0
"73",4,2013,"LOB",1
"74",4,2013,"MC",30
"75",4,2013,"ROB",1
"76",4,2014,"LOB",0
"77",4,2014,"MC",30
"78",4,2014,"ROB",0
"79",4,2015,"LOB",1
"80",4,2015,"MC",30
"81",4,2015,"ROB",1
"82",4,2016,"LOB",0
"83",4,2016,"MC",30
"84",4,2016,"ROB",0
"85",5,2010,"LOB",1
"86",5,2010,"MC",31
"87",5,2010,"ROB",1
"88",5,2011,"LOB",2
"89",5,2011,"MC",31
"90",5,2011,"ROB",2
"91",5,2012,"LOB",12
"92",5,2012,"MC",31
"93",5,2012,"ROB",12
"94",5,2013,"LOB",0
"95",5,2013,"MC",31
"96",5,2013,"ROB",0
"97",5,2014,"LOB",2
"98",5,2014,"MC",31
"99",5,2014,"ROB",2
