"","LOB","MC","ROB","Species","Life_Stage","Hydraulic","Node"
"1",10.1756209176792,29.0534624385444,7.66123008728027,"SAS","Fry","Depth","LA14"
"2",91.0361301235217,226.075688167834,58.4467022054461,"SAS","Fry","Depth","LA14"
