"","Low","Medium","High","Position","Species","Life_Stage","Hydraulic","Node"
"1","Q <= newx3a","Q <= newx2a","Q <= newx1a","depth_cm_MC","Willow","Seedling","Depth","F45B"
"2",NA,NA,NA,"depth_cm_MC","Willow","Seedling","Depth","F45B"
"3",NA,NA,NA,"depth_cm_MC","Willow","Seedling","Depth","F45B"
