"","Thresh","Position","Species","Life_Stage","Hydraulic","Node"
"1","Q <= newx1a","sp_w_LOB","Willow","Adult","StreamPower","F57C"
"2","Q <= newx1a","sp_w_MC","Willow","Adult","StreamPower","F57C"
"3","Q <= newx1a","sp_w_ROB","Willow","Adult","StreamPower","F57C"
