"","Low","Medium","High","Position","Species","Life_Stage","Hydraulic","Node"
"1","Q >= newx1a","Q < 0","Q < 0","shear_pa_LOB","Willow","Seedling","Shear","F300"
"2","Q >= newx1a","Q < 0","Q < 0","shear_pa_MC","Willow","Seedling","Shear","F300"
"3","Q >= newx1a","Q < 0","Q < 0","shear_pa_ROB","Willow","Seedling","Shear","F300"
