"","Low","Medium","High","Position","Species","Life_Stage","Hydraulic","Node"
"1","Q >= newx1a","Q < 0","Q >= newx3a","depth_cm_MC","Willow","Seedling","Depth","F319"
"2",NA,NA,NA,"depth_cm_MC","Willow","Seedling","Depth","F319"
"3",NA,NA,NA,"depth_cm_MC","Willow","Seedling","Depth","F319"
