"","Low","Medium","High","Position","Species","Life_Stage","Hydraulic","Node"
"1","Q <= newx1a","Q <= newx2a","Q <= newx3a","depth_cm_MC","Willow","Seedling","Depth","F34D"
"2",NA,NA,NA,"depth_cm_MC","Willow","Seedling","Depth","F34D"
"3",NA,NA,NA,"depth_cm_MC","Willow","Seedling","Depth","F34D"
