"","V1","V2","V3","Type","Species","Life_Stage","Hydraulic","Node"
"1",126.83508371302,9.75449271424675,285.757204530778,"Q_limit1","Willow","Germination","Depth","F37B"
"2",126.83508371302,9.75449271424675,285.757204530778,"Q_limit2","Willow","Germination","Depth","F37B"
"3",5,5,5,"Hydraulic_limit1","Willow","Germination","Depth","F37B"
"4",5,5,5,"Hydraulic_limit2","Willow","Germination","Depth","F37B"
