"","month","water_year","position","days_per_month"
"1",1,2010,"LOB",29
"2",1,2010,"MC",29
"3",1,2010,"ROB",0
"4",1,2011,"LOB",28
"5",1,2011,"MC",25
"6",1,2011,"ROB",0
"7",1,2012,"LOB",31
"8",1,2012,"MC",31
"9",1,2012,"ROB",0
"10",1,2013,"LOB",31
"11",1,2013,"MC",25
"12",1,2013,"ROB",0
"13",1,2014,"LOB",7
"14",1,2014,"MC",3
"15",1,2014,"ROB",0
"16",1,2015,"LOB",2
"17",1,2015,"MC",1
"18",1,2015,"ROB",0
"19",1,2016,"LOB",25
"20",1,2016,"MC",22
"21",1,2016,"ROB",0
"22",2,2010,"LOB",27
"23",2,2010,"MC",25
"24",2,2010,"ROB",0
"25",2,2011,"LOB",27
"26",2,2011,"MC",27
"27",2,2011,"ROB",0
"28",2,2012,"LOB",28
"29",2,2012,"MC",28
"30",2,2012,"ROB",0
"31",2,2013,"LOB",27
"32",2,2013,"MC",22
"33",2,2013,"ROB",0
"34",2,2014,"LOB",2
"35",2,2014,"MC",1
"36",2,2014,"ROB",0
"37",2,2015,"LOB",1
"38",2,2015,"MC",0
"39",2,2015,"ROB",0
"40",2,2016,"LOB",28
"41",2,2016,"MC",28
"42",2,2016,"ROB",0
"43",3,2010,"LOB",31
"44",3,2010,"MC",31
"45",3,2010,"ROB",0
"46",3,2011,"LOB",24
"47",3,2011,"MC",22
"48",3,2011,"ROB",0
"49",3,2012,"LOB",31
"50",3,2012,"MC",29
"51",3,2012,"ROB",0
"52",3,2013,"LOB",5
"53",3,2013,"MC",2
"54",3,2013,"ROB",0
"55",3,2014,"LOB",3
"56",3,2014,"MC",3
"57",3,2014,"ROB",0
"58",3,2015,"LOB",5
"59",3,2015,"MC",5
"60",3,2015,"ROB",0
"61",3,2016,"LOB",22
"62",3,2016,"MC",22
"63",3,2016,"ROB",0
"64",4,2010,"LOB",28
"65",4,2010,"MC",28
"66",4,2010,"ROB",0
"67",4,2011,"LOB",24
"68",4,2011,"MC",19
"69",4,2011,"ROB",0
"70",4,2012,"LOB",30
"71",4,2012,"MC",20
"72",4,2012,"ROB",0
"73",4,2013,"LOB",9
"74",4,2013,"MC",2
"75",4,2013,"ROB",0
"76",4,2014,"LOB",0
"77",4,2014,"MC",0
"78",4,2014,"ROB",0
"79",4,2015,"LOB",1
"80",4,2015,"MC",1
"81",4,2015,"ROB",0
"82",4,2016,"LOB",0
"83",4,2016,"MC",0
"84",4,2016,"ROB",0
"85",5,2010,"LOB",28
"86",5,2010,"MC",28
"87",5,2010,"ROB",0
"88",5,2011,"LOB",5
"89",5,2011,"MC",3
"90",5,2011,"ROB",0
"91",5,2012,"LOB",27
"92",5,2012,"MC",26
"93",5,2012,"ROB",0
"94",5,2013,"LOB",0
"95",5,2013,"MC",0
"96",5,2013,"ROB",0
"97",5,2014,"LOB",1
"98",5,2014,"MC",0
"99",5,2014,"ROB",0
"100",5,2015,"LOB",0
"101",5,2015,"MC",0
"102",5,2015,"ROB",0
"103",5,2016,"LOB",1
"104",5,2016,"MC",1
