"","LOB","MC","ROB","Species","Life_Stage","Hydraulic","Node"
"1",22.9843254089355,22.9843254089355,22.9843254089355,"SAS","Juvenile","Depth","GLEN"
"2",40590.86328125,40590.86328125,40590.86328125,"SAS","Juvenile","Depth","GLEN"
"3",NA,NA,NA,"SAS","Juvenile","Depth","GLEN"
"4",NA,NA,NA,"SAS","Juvenile","Depth","GLEN"
"5",123.528723856527,655.017950249084,217.477022331403,"SAS","Juvenile","Depth","GLEN"
"6",927.17424532868,2661.88796685587,1495.94108406641,"SAS","Juvenile","Depth","GLEN"
"7",NA,NA,NA,"SAS","Juvenile","Depth","GLEN"
"8",NA,NA,NA,"SAS","Juvenile","Depth","GLEN"
"9",213.863716365094,971.551063703732,369.994040351501,"SAS","Juvenile","Depth","GLEN"
"10",731.421115413443,2269.59433155395,1196.56786068516,"SAS","Juvenile","Depth","GLEN"
"11",NA,NA,NA,"SAS","Juvenile","Depth","GLEN"
"12",NA,NA,NA,"SAS","Juvenile","Depth","GLEN"
