"","Thresh","Position","Species","Life_Stage","Hydraulic","Node"
"1","Q >= newx1a","depth_cm_MC","Steelhead","Smolts","Depth","F37BHigh"
"2",NA,"depth_cm_MC","Steelhead","Smolts","Depth","F37BHigh"
"3",NA,"depth_cm_MC","Steelhead","Smolts","Depth","F37BHigh"
