"","Thresh","Position","Species","Life_Stage","Hydraulic","Node"
"1","Q >= min_limit & Q <= newx2a","vel_m_LOB","Steelhead","Migration_Prolonged","Velocity","LA202Jan"
"2","Q >= min_limit & Q <= newx2a","vel_m_MC","Steelhead","Migration_Prolonged","Velocity","LA202Jan"
"3","Q >= min_limit & Q <= newx2a","vel_m_ROB","Steelhead","Migration_Prolonged","Velocity","LA202Jan"
