"","LOB","MC","ROB","Species","Life_Stage","Hydraulic","Node"
"1",62.577335357666,62.577335357666,62.577335357666,"SAS","Adult","Depth","LA2"
"2",50922.73828125,50922.73828125,50922.73828125,"SAS","Adult","Depth","LA2"
"3",NA,NA,NA,"SAS","Adult","Depth","LA2"
"4",NA,NA,NA,"SAS","Adult","Depth","LA2"
"5",3848.28943490109,87.1666660104797,3746.12028500238,"SAS","Adult","Depth","LA2"
"6",11115.6471212239,NA,10835.4580769095,"SAS","Adult","Depth","LA2"
"7",NA,NA,NA,"SAS","Adult","Depth","LA2"
"8",NA,NA,NA,"SAS","Adult","Depth","LA2"
"9",5126.32857688136,NA,4991.37026536741,"SAS","Adult","Depth","LA2"
"10",9794.8601283184,NA,9545.56510376665,"SAS","Adult","Depth","LA2"
"11",NA,NA,NA,"SAS","Adult","Depth","LA2"
"12",NA,NA,NA,"SAS","Adult","Depth","LA2"
