"","Thresh","Position","Species","Life_Stage","Hydraulic","Node"
"1","Q <= newx1a","sp_w_LOB","Willow","Adult","StreamPower","F37BLow"
"2","Q <= newx1a","sp_w_MC","Willow","Adult","StreamPower","F37BLow"
"3","Q <= newx1a","sp_w_ROB","Willow","Adult","StreamPower","F37BLow"
