"","water_year","Annual","Seasonal","season","position"
"1",2010,9.71572097271378,13.0725378415569,"non_critical","MC"
"2",2010,9.71572097271378,5.06535947712418,"critcal","MC"
"3",2011,6.17030965391621,6.92488262910798,"non_critical","MC"
"4",2011,6.17030965391621,5.119825708061,"critcal","MC"
"5",2012,7.12328767123288,10.7311320754717,"non_critical","MC"
"6",2012,7.12328767123288,2.12418300653595,"critcal","MC"
"7",2013,3.35616438356164,4.04874213836478,"non_critical","MC"
"8",2013,3.35616438356164,2.39651416122004,"critcal","MC"
"9",2014,5.5365296803653,6.44654088050314,"non_critical","MC"
"10",2014,5.5365296803653,4.27559912854031,"critcal","MC"
"11",2015,5.27094717668488,5.57511737089202,"non_critical","MC"
"12",2015,5.27094717668488,4.84749455337691,"critcal","MC"
"13",2016,9.28082191780822,13.9937106918239,"non_critical","MC"
"14",2016,9.28082191780822,2.75054466230937,"critcal","MC"
