"","Thresh","Position","Species","Life_Stage","Hydraulic","Node"
"1","Q >= min_limit & Q <= newx2a","vel_m_LOB","Steelhead","Migration","Velocity","11101250"
"2","Q >= min_limit & Q <= newx2a","vel_m_MC","Steelhead","Migration","Velocity","11101250"
"3","Q >= min_limit & Q <= newx2a","vel_m_ROB","Steelhead","Migration","Velocity","11101250"
