"","month","water_year","position","days_per_month_low","days_per_month_medium","days_per_month_high"
"1",1,2010,"MC",0,31,31
"2",1,2011,"MC",0,31,31
"3",1,2012,"MC",0,31,31
"4",1,2013,"MC",0,31,31
"5",1,2014,"MC",0,31,31
"6",1,2015,"MC",0,31,29
"7",1,2016,"MC",0,30,29
"8",2,2010,"MC",0,28,27
"9",2,2011,"MC",0,29,29
"10",2,2012,"MC",0,28,28
"11",2,2013,"MC",0,28,27
"12",2,2014,"MC",0,28,28
"13",2,2015,"MC",0,29,29
"14",2,2016,"MC",0,27,27
"15",3,2010,"MC",0,30,30
"16",3,2011,"MC",0,31,30
"17",3,2012,"MC",0,31,31
"18",3,2013,"MC",0,31,31
"19",3,2014,"MC",0,31,31
"20",3,2015,"MC",0,31,28
"21",3,2016,"MC",0,31,31
"22",4,2010,"MC",0,30,30
"23",4,2011,"MC",0,30,29
"24",4,2012,"MC",0,30,30
"25",4,2013,"MC",0,30,30
"26",4,2014,"MC",0,30,30
"27",4,2015,"MC",0,30,30
"28",4,2016,"MC",0,30,30
"29",5,2010,"MC",0,31,31
"30",5,2011,"MC",0,31,31
"31",5,2012,"MC",0,31,31
"32",5,2013,"MC",0,31,31
"33",5,2014,"MC",0,31,31
"34",5,2015,"MC",0,31,31
"35",5,2016,"MC",0,31,31
"36",6,2010,"MC",0,30,30
"37",6,2011,"MC",0,30,30
"38",6,2012,"MC",0,30,30
"39",6,2013,"MC",0,30,30
"40",6,2014,"MC",0,30,30
"41",6,2015,"MC",0,30,30
"42",6,2016,"MC",0,30,30
"43",7,2010,"MC",0,31,31
"44",7,2011,"MC",0,31,31
"45",7,2012,"MC",0,31,31
"46",7,2013,"MC",0,31,31
"47",7,2014,"MC",0,31,31
"48",7,2015,"MC",0,31,31
"49",7,2016,"MC",0,31,31
"50",8,2010,"MC",0,31,31
"51",8,2011,"MC",0,31,31
"52",8,2012,"MC",0,31,31
"53",8,2013,"MC",0,31,31
"54",8,2014,"MC",0,31,31
"55",8,2015,"MC",0,31,31
"56",8,2016,"MC",0,31,31
"57",9,2010,"MC",0,30,30
"58",9,2011,"MC",0,30,30
"59",9,2012,"MC",0,30,30
"60",9,2013,"MC",0,30,30
"61",9,2014,"MC",0,30,30
"62",9,2015,"MC",0,30,30
"63",9,2016,"MC",0,30,30
"64",10,2010,"MC",0,30,30
"65",10,2011,"MC",0,31,31
"66",10,2012,"MC",0,31,31
"67",10,2013,"MC",0,31,31
"68",10,2014,"MC",0,31,31
"69",10,2015,"MC",0,31,31
"70",10,2016,"MC",0,31,31
"71",11,2010,"MC",0,30,30
"72",11,2011,"MC",0,30,29
"73",11,2012,"MC",0,30,30
"74",11,2013,"MC",0,30,30
"75",11,2014,"MC",0,30,30
"76",11,2015,"MC",0,30,30
"77",11,2016,"MC",0,30,30
"78",12,2010,"MC",0,31,29
"79",12,2011,"MC",0,31,31
"80",12,2012,"MC",0,31,31
"81",12,2013,"MC",0,31,31
"82",12,2014,"MC",0,31,29
"83",12,2015,"MC",0,31,31
"84",12,2016,"MC",0,31,30
