"","V1","V2","V3","Type","Species","Life_Stage","Hydraulic","Node"
"1",26.2292575836182,26.2292575836182,641.784973144531,"Q_limit1","SAS","Fry","Velocity","F57C"
"2",26.2292575836182,26.2292575836182,641.195921011194,"Q_limit2","SAS","Fry","Velocity","F57C"
"3",0,0,0,"Hydraulic_limit1","SAS","Fry","Velocity","F57C"
"4",0.05,0.05,0.05,"Hydraulic_limit2","SAS","Fry","Velocity","F57C"
