"","LOB","MC","ROB","Species","Life_Stage","Hydraulic","Node"
"1",22.9843254089355,22.9843254089355,22.9843254089355,"SAS","Adult","Depth","GLEN"
"2",40590.86328125,40590.86328125,40590.86328125,"SAS","Adult","Depth","GLEN"
"3",NA,NA,NA,"SAS","Adult","Depth","GLEN"
"4",NA,NA,NA,"SAS","Adult","Depth","GLEN"
"5",177.744779875443,851.710116576228,309.462584703063,"SAS","Adult","Depth","GLEN"
"6",1361.54032254519,3439.9452930788,2143.26180952601,"SAS","Adult","Depth","GLEN"
"7",NA,NA,NA,"SAS","Adult","Depth","GLEN"
"8",NA,NA,NA,"SAS","Adult","Depth","GLEN"
"9",310.561924589791,1262.51158800611,529.647340413638,"SAS","Adult","Depth","GLEN"
"10",1073.25787995384,2935.61941463591,1716.00189073708,"SAS","Adult","Depth","GLEN"
"11",NA,NA,NA,"SAS","Adult","Depth","GLEN"
"12",NA,NA,NA,"SAS","Adult","Depth","GLEN"
