"","Thresh","Position","Species","Life_Stage","Hydraulic","Node"
"1","Q >= newx1a","depth_cm_LOB","Steelhead","Smolts","Depth","F37BLow"
"2","Q >= newx1a","depth_cm_MC","Steelhead","Smolts","Depth","F37BLow"
"3","Q >= newx1a","depth_cm_ROB","Steelhead","Smolts","Depth","F37BLow"
