"","LOB","MC","ROB","Species","Life_Stage","Hydraulic","Node"
"1",199.963695872206,31.8353289119611,31.2255309981396,"Willow","Seedling","Depth","F37B_Low"
"2",NA,NA,NA,"Willow","Seedling","Depth","F37B_Low"
"3",NA,NA,NA,"Willow","Seedling","Depth","F37B_Low"
"4",NA,NA,NA,"Willow","Seedling","Depth","F37B_Low"
"5",199.976941657317,77.8887368719249,89.4118848666658,"Willow","Seedling","Depth","F37B_Low"
"6",NA,186.851748951049,NA,"Willow","Seedling","Depth","F37B_Low"
"7",NA,199.961252494071,NA,"Willow","Seedling","Depth","F37B_Low"
"8",NA,NA,NA,"Willow","Seedling","Depth","F37B_Low"
"9",199.990187442428,199.982342860805,161.557629918468,"Willow","Seedling","Depth","F37B_Low"
"10",NA,NA,NA,"Willow","Seedling","Depth","F37B_Low"
"11",NA,NA,NA,"Willow","Seedling","Depth","F37B_Low"
"12",NA,NA,NA,"Willow","Seedling","Depth","F37B_Low"
