"","Thresh","Position","Species","Life_Stage","Hydraulic","Node"
"1","Q <= newx1a","sp_w_MC","Willow","Adult","StreamPower","LA1"
"2",NA,"sp_w_MC","Willow","Adult","StreamPower","LA1"
"3",NA,"sp_w_MC","Willow","Adult","StreamPower","LA1"
