"","LOB","MC","ROB","Species","Life_Stage","Hydraulic","Node"
"1",0,0,0,"SAS","Juvenile","Depth","LA20_2"
"2",28466.2832,28466.2832,28466.2832,"SAS","Juvenile","Depth","LA20_2"
"3",NA,NA,NA,"SAS","Juvenile","Depth","LA20_2"
"4",NA,NA,NA,"SAS","Juvenile","Depth","LA20_2"
"5",8031.98361241332,55.911930640157,21047.2998797201,"SAS","Juvenile","Depth","LA20_2"
"6",16896.0953942253,495.97746023616,NA,"SAS","Juvenile","Depth","LA20_2"
"7",NA,NA,NA,"SAS","Juvenile","Depth","LA20_2"
"8",NA,NA,NA,"SAS","Juvenile","Depth","LA20_2"
"9",9769.56419894282,99.5977955566616,25584.3373419494,"SAS","Juvenile","Depth","LA20_2"
"10",15431.9255461912,379.199448494841,NA,"SAS","Juvenile","Depth","LA20_2"
"11",NA,NA,NA,"SAS","Juvenile","Depth","LA20_2"
"12",NA,NA,NA,"SAS","Juvenile","Depth","LA20_2"
