"","LOB","MC","ROB","Species","Life_Stage","Hydraulic","Node"
"1",NA,426.529188304979,NA,"Willow","Seedling","Depth","F319"
"2",NA,NA,NA,"Willow","Seedling","Depth","F319"
"3",NA,NA,NA,"Willow","Seedling","Depth","F319"
"4",NA,NA,NA,"Willow","Seedling","Depth","F319"
"5",NA,888.22436610763,NA,"Willow","Seedling","Depth","F319"
"6",NA,NA,NA,"Willow","Seedling","Depth","F319"
"7",NA,NA,NA,"Willow","Seedling","Depth","F319"
"8",NA,NA,NA,"Willow","Seedling","Depth","F319"
"9",NA,1280.33435041925,NA,"Willow","Seedling","Depth","F319"
"10",NA,NA,NA,"Willow","Seedling","Depth","F319"
"11",NA,NA,NA,"Willow","Seedling","Depth","F319"
"12",NA,NA,NA,"Willow","Seedling","Depth","F319"
