"","month","water_year","position","days_per_month_low","days_per_month_medium","days_per_month_high"
"1",1,2010,"LOB",29,28,28
"2",1,2010,"MC",31,27,0
"3",1,2010,"ROB",29,28,4
"4",1,2011,"LOB",29,29,28
"5",1,2011,"MC",31,4,0
"6",1,2011,"ROB",29,29,0
"7",1,2012,"LOB",28,28,26
"8",1,2012,"MC",31,26,0
"9",1,2012,"ROB",28,28,0
"10",1,2013,"LOB",31,31,31
"11",1,2013,"MC",31,0,0
"12",1,2013,"ROB",31,31,0
"13",1,2014,"LOB",28,28,27
"14",1,2014,"MC",31,0,0
"15",1,2014,"ROB",28,28,0
"16",1,2015,"LOB",27,26,8
"17",1,2015,"MC",28,0,0
"18",1,2015,"ROB",27,25,0
"19",1,2016,"LOB",20,20,19
"20",1,2016,"MC",27,2,0
"21",1,2016,"ROB",20,20,1
"22",2,2010,"LOB",23,23,22
"23",2,2010,"MC",26,20,0
"24",2,2010,"ROB",23,23,17
"25",2,2011,"LOB",29,29,28
"26",2,2011,"MC",29,9,0
"27",2,2011,"ROB",29,29,0
"28",2,2012,"LOB",26,26,26
"29",2,2012,"MC",28,17,0
"30",2,2012,"ROB",26,26,0
"31",2,2013,"LOB",24,24,24
"32",2,2013,"MC",27,0,0
"33",2,2013,"ROB",24,24,0
"34",2,2014,"LOB",26,26,23
"35",2,2014,"MC",28,1,0
"36",2,2014,"ROB",26,26,0
"37",2,2015,"LOB",27,27,14
"38",2,2015,"MC",29,0,0
"39",2,2015,"ROB",27,27,0
"40",2,2016,"LOB",21,19,16
"41",2,2016,"MC",27,14,0
"42",2,2016,"ROB",20,17,6
"43",3,2010,"LOB",25,22,21
"44",3,2010,"MC",29,21,0
"45",3,2010,"ROB",24,22,21
"46",3,2011,"LOB",29,27,24
"47",3,2011,"MC",29,4,0
"48",3,2011,"ROB",29,25,0
"49",3,2012,"LOB",29,29,29
"50",3,2012,"MC",30,10,0
"51",3,2012,"ROB",29,29,0
"52",3,2013,"LOB",30,30,29
"53",3,2013,"MC",31,0,0
"54",3,2013,"ROB",30,30,0
"55",3,2014,"LOB",29,29,28
"56",3,2014,"MC",31,1,0
"57",3,2014,"ROB",29,29,0
"58",3,2015,"LOB",28,28,23
"59",3,2015,"MC",28,0,0
"60",3,2015,"ROB",28,28,0
"61",3,2016,"LOB",30,30,30
"62",3,2016,"MC",31,21,0
"63",3,2016,"ROB",30,30,5
"64",4,2010,"LOB",30,30,29
"65",4,2010,"MC",30,21,3
"66",4,2010,"ROB",30,30,22
"67",4,2011,"LOB",26,26,23
"68",4,2011,"MC",29,3,0
"69",4,2011,"ROB",26,24,0
"70",4,2012,"LOB",30,30,30
"71",4,2012,"MC",30,0,0
"72",4,2012,"ROB",30,30,0
"73",4,2013,"LOB",29,29,26
"74",4,2013,"MC",30,0,0
"75",4,2013,"ROB",29,29,0
"76",4,2014,"LOB",30,29,16
"77",4,2014,"MC",30,0,0
"78",4,2014,"ROB",29,29,0
"79",4,2015,"LOB",28,27,20
"80",4,2015,"MC",30,0,0
"81",4,2015,"ROB",28,27,0
"82",4,2016,"LOB",29,29,25
"83",4,2016,"MC",30,0,0
"84",4,2016,"ROB",29,29,0
"85",5,2010,"LOB",29,28,27
"86",5,2010,"MC",31,20,0
"87",5,2010,"ROB",29,27,0
"88",5,2011,"LOB",31,31,30
"89",5,2011,"MC",31,0,0
"90",5,2011,"ROB",31,31,0
"91",5,2012,"LOB",29,29,29
"92",5,2012,"MC",31,24,0
"93",5,2012,"ROB",29,29,0
"94",5,2013,"LOB",31,31,26
"95",5,2013,"MC",31,0,0
"96",5,2013,"ROB",31,29,0
"97",5,2014,"LOB",30,30,18
"98",5,2014,"MC",31,0,0
"99",5,2014,"ROB",30,26,0
"100",5,2015,"LOB",30,30,7
"101",5,2015,"MC",31,0,0
"102",5,2015,"ROB",30,30,0
"103",5,2016,"LOB",31,31,18
"104",5,2016,"MC",31,0,0
"105",5,2016,"ROB",31,31,0
"106",6,2010,"LOB",30,30,30
"107",6,2010,"MC",30,25,0
"108",6,2010,"ROB",30,30,0
"109",6,2011,"LOB",30,30,29
"110",6,2011,"MC",30,0,0
"111",6,2011,"ROB",30,30,0
"112",6,2012,"LOB",30,30,30
"113",6,2012,"MC",30,26,0
"114",6,2012,"ROB",30,30,0
"115",6,2013,"LOB",30,30,30
"116",6,2013,"MC",30,0,0
"117",6,2013,"ROB",30,30,0
"118",6,2014,"LOB",30,30,26
"119",6,2014,"MC",30,0,0
"120",6,2014,"ROB",30,30,0
"121",6,2015,"LOB",30,30,0
"122",6,2015,"MC",30,0,0
"123",6,2015,"ROB",30,30,0
"124",6,2016,"LOB",30,30,0
"125",6,2016,"MC",30,0,0
"126",6,2016,"ROB",30,30,0
"127",7,2010,"LOB",31,31,30
"128",7,2010,"MC",31,0,0
"129",7,2010,"ROB",31,31,0
"130",7,2011,"LOB",31,31,31
"131",7,2011,"MC",31,0,0
"132",7,2011,"ROB",31,31,0
"133",7,2012,"LOB",31,31,31
"134",7,2012,"MC",31,11,0
"135",7,2012,"ROB",31,31,0
"136",7,2013,"LOB",31,31,31
"137",7,2013,"MC",31,0,0
"138",7,2013,"ROB",31,31,0
"139",7,2014,"LOB",31,31,30
"140",7,2014,"MC",31,0,0
"141",7,2014,"ROB",31,31,0
"142",7,2015,"LOB",31,31,0
"143",7,2015,"MC",31,0,0
"144",7,2015,"ROB",31,18,0
"145",7,2016,"LOB",31,31,0
"146",7,2016,"MC",31,0,0
"147",7,2016,"ROB",31,5,0
"148",8,2010,"LOB",31,31,30
"149",8,2010,"MC",31,0,0
"150",8,2010,"ROB",31,31,0
"151",8,2011,"LOB",31,31,31
"152",8,2011,"MC",31,0,0
"153",8,2011,"ROB",31,31,0
"154",8,2012,"LOB",31,31,31
"155",8,2012,"MC",31,0,0
"156",8,2012,"ROB",31,31,0
"157",8,2013,"LOB",31,31,31
"158",8,2013,"MC",31,0,0
"159",8,2013,"ROB",31,31,0
"160",8,2014,"LOB",31,31,23
"161",8,2014,"MC",31,0,0
"162",8,2014,"ROB",31,31,0
"163",8,2015,"LOB",31,31,0
"164",8,2015,"MC",31,0,0
"165",8,2015,"ROB",31,11,0
"166",8,2016,"LOB",31,31,0
"167",8,2016,"MC",31,0,0
"168",8,2016,"ROB",31,21,0
"169",9,2010,"LOB",30,30,30
"170",9,2010,"MC",30,0,0
"171",9,2010,"ROB",30,30,0
"172",9,2011,"LOB",30,30,30
"173",9,2011,"MC",30,0,0
"174",9,2011,"ROB",30,30,0
"175",9,2012,"LOB",30,30,30
"176",9,2012,"MC",30,0,0
"177",9,2012,"ROB",30,30,0
"178",9,2013,"LOB",30,30,30
"179",9,2013,"MC",30,0,0
"180",9,2013,"ROB",30,30,0
"181",9,2014,"LOB",30,30,29
"182",9,2014,"MC",30,0,0
"183",9,2014,"ROB",30,30,0
"184",9,2015,"LOB",30,30,0
"185",9,2015,"MC",30,0,0
"186",9,2015,"ROB",30,25,0
"187",9,2016,"LOB",30,30,13
"188",9,2016,"MC",30,0,0
"189",9,2016,"ROB",30,27,0
"190",10,2010,"LOB",26,25,22
"191",10,2010,"MC",29,17,0
"192",10,2010,"ROB",26,25,1
"193",10,2011,"LOB",30,30,28
"194",10,2011,"MC",30,11,0
"195",10,2011,"ROB",30,28,0
"196",10,2012,"LOB",31,30,26
"197",10,2012,"MC",31,0,0
"198",10,2012,"ROB",30,29,0
"199",10,2013,"LOB",31,31,30
"200",10,2013,"MC",31,0,0
"201",10,2013,"ROB",31,31,0
"202",10,2014,"LOB",30,30,10
"203",10,2014,"MC",31,0,0
"204",10,2014,"ROB",30,22,0
"205",10,2015,"LOB",30,30,19
"206",10,2015,"MC",31,0,0
"207",10,2015,"ROB",30,28,0
"208",10,2016,"LOB",31,29,6
"209",10,2016,"MC",31,0,0
"210",10,2016,"ROB",30,25,0
"211",11,2010,"LOB",27,27,26
"212",11,2010,"MC",29,15,0
"213",11,2010,"ROB",27,27,0
"214",11,2011,"LOB",26,26,26
"215",11,2011,"MC",28,21,0
"216",11,2011,"ROB",26,26,0
"217",11,2012,"LOB",27,27,25
"218",11,2012,"MC",30,2,0
"219",11,2012,"ROB",27,27,0
"220",11,2013,"LOB",29,28,28
"221",11,2013,"MC",30,1,0
"222",11,2013,"ROB",29,28,0
"223",11,2014,"LOB",28,28,19
"224",11,2014,"MC",30,0,0
"225",11,2014,"ROB",28,28,0
"226",11,2015,"LOB",30,30,0
"227",11,2015,"MC",30,0,0
"228",11,2015,"ROB",30,26,0
"229",11,2016,"LOB",27,27,13
"230",11,2016,"MC",29,0,0
"231",11,2016,"ROB",27,27,0
"232",12,2010,"LOB",20,20,19
"233",12,2010,"MC",25,16,1
"234",12,2010,"ROB",20,20,5
"235",12,2011,"LOB",29,28,27
"236",12,2011,"MC",30,7,0
"237",12,2011,"ROB",29,28,0
"238",12,2012,"LOB",24,23,20
"239",12,2012,"MC",31,21,0
"240",12,2012,"ROB",23,22,1
"241",12,2013,"LOB",30,29,29
"242",12,2013,"MC",31,0,0
"243",12,2013,"ROB",30,29,0
"244",12,2014,"LOB",25,25,25
"245",12,2014,"MC",29,1,0
"246",12,2014,"ROB",25,25,1
"247",12,2015,"LOB",29,28,1
"248",12,2015,"MC",31,0,0
"249",12,2015,"ROB",28,15,0
"250",12,2016,"LOB",23,23,8
"251",12,2016,"MC",28,0,0
"252",12,2016,"ROB",23,19,0
