"","month","year","position","days_per_month_low","days_per_month_medium","days_per_month_high"
"1",1,2011,"LOB",31,0,0
"2",1,2011,"MC",29,29,0
"3",1,2011,"ROB",11,10,6
"4",1,2012,"LOB",31,0,0
"5",1,2012,"MC",27,29,0
"6",1,2012,"ROB",7,6,4
"7",1,2013,"LOB",31,0,0
"8",1,2013,"MC",27,28,0
"9",1,2013,"ROB",17,12,7
"10",1,2014,"LOB",31,0,0
"11",1,2014,"MC",31,31,0
"12",1,2014,"ROB",1,0,0
"13",1,2015,"LOB",31,0,0
"14",1,2015,"MC",30,29,0
"15",1,2015,"ROB",15,13,6
"16",1,2016,"LOB",31,0,0
"17",1,2016,"MC",27,27,0
"18",1,2016,"ROB",11,8,4
"19",1,2017,"LOB",29,0,0
"20",1,2017,"MC",18,22,0
"21",1,2017,"ROB",26,20,16
"22",2,2011,"LOB",28,0,0
"23",2,2011,"MC",22,22,0
"24",2,2011,"ROB",16,15,10
"25",2,2012,"LOB",29,0,0
"26",2,2012,"MC",28,29,0
"27",2,2012,"ROB",5,3,1
"28",2,2013,"LOB",28,0,0
"29",2,2013,"MC",25,26,0
"30",2,2013,"ROB",9,8,4
"31",2,2014,"LOB",28,0,0
"32",2,2014,"MC",23,25,0
"33",2,2014,"ROB",11,8,4
"34",2,2015,"LOB",28,0,0
"35",2,2015,"MC",26,26,0
"36",2,2015,"ROB",9,7,3
"37",2,2016,"LOB",29,0,0
"38",2,2016,"MC",27,27,0
"39",2,2016,"ROB",9,8,5
"40",2,2017,"LOB",27,0,0
"41",2,2017,"MC",21,21,0
"42",2,2017,"ROB",21,18,14
"43",3,2011,"LOB",31,0,0
"44",3,2011,"MC",23,23,0
"45",3,2011,"ROB",18,15,11
"46",3,2012,"LOB",31,0,0
"47",3,2012,"MC",26,27,0
"48",3,2012,"ROB",11,7,5
"49",3,2013,"LOB",31,0,0
"50",3,2013,"MC",30,30,0
"51",3,2013,"ROB",4,4,2
"52",3,2014,"LOB",31,0,0
"53",3,2014,"MC",29,29,0
"54",3,2014,"ROB",5,4,3
"55",3,2015,"LOB",31,0,0
"56",3,2015,"MC",29,29,0
"57",3,2015,"ROB",6,5,4
"58",3,2016,"LOB",31,0,0
"59",3,2016,"MC",27,28,0
"60",3,2016,"ROB",12,9,6
"61",3,2017,"LOB",31,0,0
"62",3,2017,"MC",30,31,0
"63",3,2017,"ROB",4,3,2
"64",4,2011,"LOB",30,0,0
"65",4,2011,"MC",30,30,0
"66",4,2011,"ROB",0,0,0
"67",4,2012,"LOB",30,0,0
"68",4,2012,"MC",24,26,0
"69",4,2012,"ROB",13,11,8
"70",4,2013,"LOB",30,0,0
"71",4,2013,"MC",30,30,0
"72",4,2013,"ROB",0,0,0
"73",4,2014,"LOB",30,0,0
"74",4,2014,"MC",28,29,0
"75",4,2014,"ROB",7,5,3
"76",4,2015,"LOB",30,0,0
"77",4,2015,"MC",28,29,0
"78",4,2015,"ROB",3,3,2
"79",4,2016,"LOB",30,0,0
"80",4,2016,"MC",28,29,0
"81",4,2016,"ROB",5,5,4
"82",4,2017,"LOB",30,0,0
"83",4,2017,"MC",29,29,0
"84",4,2017,"ROB",3,2,1
"85",5,2011,"LOB",31,0,0
"86",5,2011,"MC",29,29,0
"87",5,2011,"ROB",8,4,2
"88",5,2012,"LOB",31,0,0
"89",5,2012,"MC",31,31,0
"90",5,2012,"ROB",2,1,0
"91",5,2013,"LOB",31,0,0
"92",5,2013,"MC",30,30,0
"93",5,2013,"ROB",5,3,2
"94",5,2014,"LOB",31,0,0
"95",5,2014,"MC",31,31,0
"96",5,2014,"ROB",0,0,0
"97",5,2015,"LOB",31,0,0
"98",5,2015,"MC",27,28,0
"99",5,2015,"ROB",8,7,5
"100",5,2016,"LOB",31,0,0
"101",5,2016,"MC",31,31,0
"102",5,2016,"ROB",5,4,2
"103",5,2017,"LOB",31,0,0
"104",5,2017,"MC",29,30,0
"105",5,2017,"ROB",5,4,3
"106",6,2011,"LOB",30,0,0
"107",6,2011,"MC",30,30,0
"108",6,2011,"ROB",0,0,0
"109",6,2012,"LOB",30,0,0
"110",6,2012,"MC",30,30,0
"111",6,2012,"ROB",0,0,0
"112",6,2013,"LOB",30,0,0
"113",6,2013,"MC",30,30,0
"114",6,2013,"ROB",0,0,0
"115",6,2014,"LOB",30,0,0
"116",6,2014,"MC",30,30,0
"117",6,2014,"ROB",0,0,0
"118",6,2015,"LOB",30,0,0
"119",6,2015,"MC",30,30,0
"120",6,2015,"ROB",0,0,0
"121",6,2016,"LOB",30,0,0
"122",6,2016,"MC",30,30,0
"123",6,2016,"ROB",0,0,0
"124",6,2017,"LOB",30,0,0
"125",6,2017,"MC",30,30,0
"126",6,2017,"ROB",0,0,0
"127",7,2011,"LOB",31,0,0
"128",7,2011,"MC",31,31,0
"129",7,2011,"ROB",0,0,0
"130",7,2012,"LOB",31,0,0
"131",7,2012,"MC",31,31,0
"132",7,2012,"ROB",0,0,0
"133",7,2013,"LOB",31,0,0
"134",7,2013,"MC",31,31,0
"135",7,2013,"ROB",0,0,0
"136",7,2014,"LOB",31,0,0
"137",7,2014,"MC",31,31,0
"138",7,2014,"ROB",0,0,0
"139",7,2015,"LOB",31,0,0
"140",7,2015,"MC",31,31,0
"141",7,2015,"ROB",0,0,0
"142",7,2016,"LOB",31,0,0
"143",7,2016,"MC",31,31,0
"144",7,2016,"ROB",0,0,0
"145",7,2017,"LOB",31,0,0
"146",7,2017,"MC",31,31,0
"147",7,2017,"ROB",0,0,0
"148",8,2011,"LOB",31,0,0
"149",8,2011,"MC",31,31,0
"150",8,2011,"ROB",0,0,0
"151",8,2012,"LOB",31,0,0
"152",8,2012,"MC",31,31,0
"153",8,2012,"ROB",0,0,0
"154",8,2013,"LOB",31,0,0
"155",8,2013,"MC",31,31,0
"156",8,2013,"ROB",0,0,0
"157",8,2014,"LOB",31,0,0
"158",8,2014,"MC",31,31,0
"159",8,2014,"ROB",0,0,0
"160",8,2015,"LOB",31,0,0
"161",8,2015,"MC",31,31,0
"162",8,2015,"ROB",0,0,0
"163",8,2016,"LOB",31,0,0
"164",8,2016,"MC",31,31,0
"165",8,2016,"ROB",0,0,0
"166",8,2017,"LOB",31,0,0
"167",8,2017,"MC",31,31,0
"168",8,2017,"ROB",0,0,0
"169",9,2011,"LOB",30,0,0
"170",9,2011,"MC",30,30,0
"171",9,2011,"ROB",0,0,0
"172",9,2012,"LOB",30,0,0
"173",9,2012,"MC",30,30,0
"174",9,2012,"ROB",0,0,0
"175",9,2013,"LOB",30,0,0
"176",9,2013,"MC",30,30,0
"177",9,2013,"ROB",0,0,0
"178",9,2014,"LOB",30,0,0
