"","month","year","position","days_per_month_low","days_per_month_medium","days_per_month_high"
"179",9,2014,"MC",30,30,0
"180",9,2014,"ROB",0,0,0
"181",9,2015,"LOB",30,0,0
"182",9,2015,"MC",30,30,0
"183",9,2015,"ROB",0,0,0
"184",9,2016,"LOB",30,0,0
"185",9,2016,"MC",30,30,0
"186",9,2016,"ROB",0,0,0
"187",9,2017,"LOB",30,0,0
"188",9,2017,"MC",30,30,0
"189",9,2017,"ROB",0,0,0
"190",10,2010,"LOB",30,0,0
"191",10,2010,"MC",22,27,0
"192",10,2010,"ROB",20,18,14
"193",10,2011,"LOB",31,0,0
"194",10,2011,"MC",29,30,0
"195",10,2011,"ROB",5,4,2
"196",10,2012,"LOB",31,0,0
"197",10,2012,"MC",29,30,0
"198",10,2012,"ROB",4,3,2
"199",10,2013,"LOB",31,0,0
"200",10,2013,"MC",31,31,0
"201",10,2013,"ROB",3,1,0
"202",10,2014,"LOB",31,0,0
"203",10,2014,"MC",31,31,0
"204",10,2014,"ROB",2,1,0
"205",10,2015,"LOB",31,0,0
"206",10,2015,"MC",29,30,0
"207",10,2015,"ROB",8,6,3
"208",10,2016,"LOB",31,0,0
"209",10,2016,"MC",30,30,0
"210",10,2016,"ROB",11,9,5
"211",11,2010,"LOB",30,0,0
"212",11,2010,"MC",25,26,0
"213",11,2010,"ROB",19,17,9
"214",11,2011,"LOB",30,0,0
"215",11,2011,"MC",23,25,0
"216",11,2011,"ROB",21,15,10
"217",11,2012,"LOB",30,0,0
"218",11,2012,"MC",26,27,0
"219",11,2012,"ROB",10,6,4
"220",11,2013,"LOB",30,0,0
"221",11,2013,"MC",27,28,0
"222",11,2013,"ROB",7,6,4
"223",11,2014,"LOB",30,0,0
"224",11,2014,"MC",28,28,0
"225",11,2014,"ROB",5,4,3
"226",11,2015,"LOB",30,0,0
"227",11,2015,"MC",30,30,0
"228",11,2015,"ROB",4,1,0
"229",11,2016,"LOB",30,0,0
"230",11,2016,"MC",26,27,0
"231",11,2016,"ROB",12,10,6
"232",12,2010,"LOB",30,0,0
"233",12,2010,"MC",18,19,0
"234",12,2010,"ROB",22,18,11
"235",12,2011,"LOB",31,0,0
"236",12,2011,"MC",27,29,0
"237",12,2011,"ROB",9,8,6
"238",12,2012,"LOB",31,0,0
"239",12,2012,"MC",21,26,0
"240",12,2012,"ROB",28,27,20
"241",12,2013,"LOB",31,0,0
"242",12,2013,"MC",29,30,0
"243",12,2013,"ROB",15,12,5
"244",12,2014,"LOB",31,0,0
"245",12,2014,"MC",24,25,0
"246",12,2014,"ROB",21,19,12
"247",12,2015,"LOB",31,0,0
"248",12,2015,"MC",26,28,0
"249",12,2015,"ROB",18,14,8
"250",12,2016,"LOB",31,0,0
"251",12,2016,"MC",24,23,0
"252",12,2016,"ROB",18,13,6
