"","LOB","MC","ROB","Species","Life_Stage","Hydraulic","Node"
"1",NA,1035.15852046496,NA,"Typha","Seedling","Depth","F319"
"2",NA,NA,NA,"Typha","Seedling","Depth","F319"
"3",NA,NA,NA,"Typha","Seedling","Depth","F319"
"4",NA,NA,NA,"Typha","Seedling","Depth","F319"
"5",NA,550.139918678041,NA,"Typha","Seedling","Depth","F319"
"6",NA,NA,NA,"Typha","Seedling","Depth","F319"
"7",NA,NA,NA,"Typha","Seedling","Depth","F319"
"8",NA,NA,NA,"Typha","Seedling","Depth","F319"
"9",NA,NA,NA,"Typha","Seedling","Depth","F319"
"10",NA,NA,NA,"Typha","Seedling","Depth","F319"
"11",NA,NA,NA,"Typha","Seedling","Depth","F319"
"12",NA,NA,NA,"Typha","Seedling","Depth","F319"
