"","season","position","water_year","Probability_Threshold","value"
"1","non_critical","MC",2010,"Low",93.560908779541
"2","critical","MC",2010,"Low",93.560908779541
"3","non_critical","MC",2011,"Low",98.7818761384335
"4","critical","MC",2011,"Low",98.7818761384335
"5","non_critical","MC",2012,"Low",98.310502283105
"6","critical","MC",2012,"Low",98.310502283105
"7","non_critical","MC",2013,"Low",99.3493150684932
"8","critical","MC",2013,"Low",99.3493150684932
"9","non_critical","MC",2014,"Low",98.8470319634703
"10","critical","MC",2014,"Low",98.8470319634703
"11","non_critical","MC",2015,"Low",98.9184881602914
"12","critical","MC",2015,"Low",98.9184881602914
"13","non_critical","MC",2016,"Low",97.7739726027397
"14","critical","MC",2016,"Low",97.7739726027397
"15","non_critical","LOB",2010,"Low",66.948281767325
"16","critical","LOB",2010,"Low",66.948281767325
"17","non_critical","LOB",2011,"Low",94.1370673952641
"18","critical","LOB",2011,"Low",94.1370673952641
"19","non_critical","LOB",2012,"Low",82.648401826484
"20","critical","LOB",2012,"Low",82.648401826484
"21","non_critical","LOB",2013,"Low",97.7168949771689
"22","critical","LOB",2013,"Low",97.7168949771689
"23","non_critical","LOB",2014,"Low",95.8675799086758
"24","critical","LOB",2014,"Low",95.8675799086758
"25","non_critical","LOB",2015,"Low",96.6643897996357
"26","critical","LOB",2015,"Low",96.6643897996357
"27","non_critical","LOB",2016,"Low",82.8310502283105
"28","critical","LOB",2016,"Low",82.8310502283105
"29","non_critical","ROB",2010,"Low",90.581116565818
"30","critical","ROB",2010,"Low",90.581116565818
"31","non_critical","ROB",2011,"Low",97.8483606557377
"32","critical","ROB",2011,"Low",97.8483606557377
"33","non_critical","ROB",2012,"Low",97.1232876712329
"34","critical","ROB",2012,"Low",97.1232876712329
"35","non_critical","ROB",2013,"Low",98.7671232876712
"36","critical","ROB",2013,"Low",98.7671232876712
"37","non_critical","ROB",2014,"Low",97.7511415525114
"38","critical","ROB",2014,"Low",97.7511415525114
"39","non_critical","ROB",2015,"Low",98.224043715847
"40","critical","ROB",2015,"Low",98.224043715847
"41","non_critical","ROB",2016,"Low",95.5251141552511
"42","critical","ROB",2016,"Low",95.5251141552511
"43","non_critical","MC",2010,"Medium",86.6194771092591
"44","critical","MC",2010,"Medium",86.6194771092591
"45","non_critical","MC",2011,"Medium",97.5182149362477
"46","critical","MC",2011,"Medium",97.5182149362477
"47","non_critical","MC",2012,"Medium",96.2100456621005
"48","critical","MC",2012,"Medium",96.2100456621005
"49","non_critical","MC",2013,"Medium",98.8584474885845
"50","critical","MC",2013,"Medium",98.8584474885845
"51","non_critical","MC",2014,"Medium",97.7739726027397
"52","critical","MC",2014,"Medium",97.7739726027397
"53","non_critical","MC",2015,"Medium",98.0191256830601
"54","critical","MC",2015,"Medium",98.0191256830601
"55","non_critical","MC",2016,"Medium",93.4360730593607
"56","critical","MC",2016,"Medium",93.4360730593607
"57","non_critical","LOB",2010,"Medium",66.948281767325
"58","critical","LOB",2010,"Medium",66.948281767325
"59","non_critical","LOB",2011,"Medium",94.1142987249545
"60","critical","LOB",2011,"Medium",94.1142987249545
"61","non_critical","LOB",2012,"Medium",82.648401826484
"62","critical","LOB",2012,"Medium",82.648401826484
"63","non_critical","LOB",2013,"Medium",97.7168949771689
"64","critical","LOB",2013,"Medium",97.7168949771689
"65","non_critical","LOB",2014,"Medium",95.8675799086758
"66","critical","LOB",2014,"Medium",95.8675799086758
"67","non_critical","LOB",2015,"Medium",96.6643897996357
"68","critical","LOB",2015,"Medium",96.6643897996357
"69","non_critical","LOB",2016,"Medium",82.8310502283105
"70","critical","LOB",2016,"Medium",82.8310502283105
"71","non_critical","ROB",2010,"Medium",69.2088137915287
"72","critical","ROB",2010,"Medium",69.2088137915287
"73","non_critical","ROB",2011,"Medium",94.8428961748634
"74","critical","ROB",2011,"Medium",94.8428961748634
"75","non_critical","ROB",2012,"Medium",91.541095890411
"76","critical","ROB",2012,"Medium",91.541095890411
"77","non_critical","ROB",2013,"Medium",97.8310502283105
"78","critical","ROB",2013,"Medium",97.8310502283105
"79","non_critical","ROB",2014,"Medium",96.0159817351598
"80","critical","ROB",2014,"Medium",96.0159817351598
"81","non_critical","ROB",2015,"Medium",96.7326958105647
"82","critical","ROB",2015,"Medium",96.7326958105647
"83","non_critical","ROB",2016,"Medium",83.675799086758
"84","critical","ROB",2016,"Medium",83.675799086758
"85","non_critical","MC",2010,"High",3.10537732617879
"86","critical","MC",2010,"High",3.10537732617879
"87","non_critical","MC",2011,"High",1.92395264116576
"88","critical","MC",2011,"High",1.92395264116576
"89","non_critical","MC",2012,"High",1.33561643835616
"90","critical","MC",2012,"High",1.33561643835616
"91","non_critical","MC",2013,"High",1.00456621004566
"92","critical","MC",2013,"High",1.00456621004566
"93","non_critical","MC",2014,"High",2.52283105022831
"94","critical","MC",2014,"High",2.52283105022831
"95","non_critical","MC",2015,"High",2.62978142076503
"96","critical","MC",2015,"High",2.62978142076503
"97","non_critical","MC",2016,"High",2.00913242009132
"98","critical","MC",2016,"High",2.00913242009132
"99","non_critical","LOB",2010,"High",26.7039616394566
"100","critical","LOB",2010,"High",26.7039616394566
"101","non_critical","LOB",2011,"High",11.1224954462659
"102","critical","LOB",2011,"High",11.1224954462659
"103","non_critical","LOB",2012,"High",37.9908675799087
"104","critical","LOB",2012,"High",37.9908675799087
