"","Low","Medium","High","Position","Species","Life_Stage","Hydraulic","Node"
"1","Q > min_limit & Q <= newx1a","Q > min_limit & Q <= newx2a","Q > min_limit & Q <= newx3a","depth_cm_LOB","Cladophora","Adult","Depth","F37BLow"
"2","Q > min_limit & Q <= newx1a","Q > min_limit & Q <= newx2a","Q > min_limit & Q <= newx3a","depth_cm_MC","Cladophora","Adult","Depth","F37BLow"
"3","Q > min_limit & Q <= newx1a","Q <= newx2a[1] | Q >= newx2a[2] & Q <= newx2a[3]","Q <= newx3a[1] | Q >= newx3a[2] & Q <= newx3a[3]","depth_cm_ROB","Cladophora","Adult","Depth","F37BLow"
