"","Low","Medium","High","Position","Species","Life_Stage","Hydraulic","Node"
"1","Q >= newx1a","Q < 0","Q < 0","vel_m_LOB","Cladophora","Adult","Velocity","F37B"
"2","Q >= newx1a[1] & Q <= newx1a[2]","Q >= newx2a[1] & Q <= newx2a[2]","Q >= newx3a[1] & Q <= newx3a[2]","vel_m_MC","Cladophora","Adult","Velocity","F37B"
"3","Q >= newx1a[1] & Q <= newx1a[2]","Q >= newx2a[1] & Q <= newx2a[2]","Q >= newx3a[1] & Q <= newx3a[2]","vel_m_ROB","Cladophora","Adult","Velocity","F37B"
