"","Low","Medium","High","Position","Species","Life_Stage","Hydraulic","Node"
"1","Q >= min_limit & Q <= newx1a","Q >= min_limit & Q <= newx2a","Q >= min_limit & Q <= newx3a","depth_cm_LOB","Typha","Seedling","Depth","LA2"
"2","Q >= newx1a","Q >= newx2a","Q >= newx3a","depth_cm_MC","Typha","Seedling","Depth","LA2"
"3","Q >= min_limit & Q <= newx1a","Q >= min_limit & Q <= newx2a","Q >= min_limit & Q <= newx3a","depth_cm_ROB","Typha","Seedling","Depth","LA2"
