"","LOB","MC","ROB","Species","Life_Stage","Hydraulic","Node"
"1",7967.85784574663,50.8088731626645,20610.4668286856,"Willow","Seedling","Depth","LA20_2"
"2",NA,NA,NA,"Willow","Seedling","Depth","LA20_2"
"3",NA,NA,NA,"Willow","Seedling","Depth","LA20_2"
"4",NA,NA,NA,"Willow","Seedling","Depth","LA20_2"
"5",10368.206117392,117.296308495535,23720.572123401,"Willow","Seedling","Depth","LA20_2"
"6",NA,NA,NA,"Willow","Seedling","Depth","LA20_2"
"7",NA,NA,NA,"Willow","Seedling","Depth","LA20_2"
"8",NA,NA,NA,"Willow","Seedling","Depth","LA20_2"
"9",12133.5848821178,182.709493862414,26093.4276617005,"Willow","Seedling","Depth","LA20_2"
"10",NA,NA,NA,"Willow","Seedling","Depth","LA20_2"
"11",NA,NA,NA,"Willow","Seedling","Depth","LA20_2"
"12",NA,NA,NA,"Willow","Seedling","Depth","LA20_2"
