"","Thresh","Position","Species","Life_Stage","Hydraulic","Node"
"1","Q >= newx1a","depth_cm_MC","Willow","Germination","Depth","F34D"
"2",NA,"depth_cm_MC","Willow","Germination","Depth","F34D"
"3",NA,"depth_cm_MC","Willow","Germination","Depth","F34D"
