"","Thresh","Position","Species","Life_Stage","Hydraulic","Node"
"1","Q >= min_limit & Q <= newx1a","vel_m_LOB","Steelhead","Migration_Prolonged","Velocity","LA11"
"2","Q >= min_limit & Q <= newx1a","vel_m_MC","Steelhead","Migration_Prolonged","Velocity","LA11"
"3","Q >= min_limit & Q <= newx1a","vel_m_ROB","Steelhead","Migration_Prolonged","Velocity","LA11"
