"","LOB","MC","ROB","Species","Life_Stage","Hydraulic","Node"
"1",300.940165431793,18.058083242082,300.940165431793,"Willow","Seedling","Depth","F300"
"2",NA,NA,NA,"Willow","Seedling","Depth","F300"
"3",NA,NA,NA,"Willow","Seedling","Depth","F300"
"4",NA,NA,NA,"Willow","Seedling","Depth","F300"
"5",604.493194596021,41.0380464003508,604.493194596021,"Willow","Seedling","Depth","F300"
"6",NA,NA,NA,"Willow","Seedling","Depth","F300"
"7",NA,NA,NA,"Willow","Seedling","Depth","F300"
"8",NA,NA,NA,"Willow","Seedling","Depth","F300"
"9",860.228392197963,63.1778593562881,860.228392197963,"Willow","Seedling","Depth","F300"
"10",NA,NA,NA,"Willow","Seedling","Depth","F300"
"11",NA,NA,NA,"Willow","Seedling","Depth","F300"
"12",NA,NA,NA,"Willow","Seedling","Depth","F300"
