"","Low","Medium","High","Position","Species","Life_Stage","Hydraulic","Node"
"1","Q <= newx1a","Q <= newx2a","Q <= newx3a[1] & Q >= newx3a[2]","shear_pa_LOB","Willow","Seedling","Shear","F37BLow"
"2","Q <= newx1a","Q <= newx2a","Q <= newx3a[1] & Q >= newx3a[2]","shear_pa_MC","Willow","Seedling","Shear","F37BLow"
"3","Q <= newx1a","Q <= newx2a","Q <= newx3a[1] & Q >= newx3a[2]","shear_pa_ROB","Willow","Seedling","Shear","F37BLow"
