"","month","year","position","days_per_month_low","days_per_month_medium","days_per_month_high"
"1",1,2011,"LOB",28,28,28
"2",1,2011,"MC",0,0,NA
"3",1,2011,"ROB",28,28,28
"4",1,2012,"LOB",29,29,29
"5",1,2012,"MC",0,0,NA
"6",1,2012,"ROB",29,29,29
"7",1,2013,"LOB",25,25,24
"8",1,2013,"MC",0,0,NA
"9",1,2013,"ROB",25,25,24
"10",1,2014,"LOB",31,31,31
"11",1,2014,"MC",0,0,NA
"12",1,2014,"ROB",31,31,31
"13",1,2015,"LOB",27,26,26
"14",1,2015,"MC",0,0,NA
"15",1,2015,"ROB",27,26,26
"16",1,2016,"LOB",26,26,18
"17",1,2016,"MC",0,0,NA
"18",1,2016,"ROB",26,26,14
"19",1,2017,"LOB",18,18,14
"20",1,2017,"MC",0,0,NA
"21",1,2017,"ROB",18,18,14
"22",2,2011,"LOB",21,21,21
"23",2,2011,"MC",0,0,NA
"24",2,2011,"ROB",21,21,21
"25",2,2012,"LOB",28,28,28
"26",2,2012,"MC",0,0,NA
"27",2,2012,"ROB",28,28,28
"28",2,2013,"LOB",26,25,24
"29",2,2013,"MC",0,0,NA
"30",2,2013,"ROB",26,25,24
"31",2,2014,"LOB",24,23,23
"32",2,2014,"MC",0,0,NA
"33",2,2014,"ROB",24,23,23
"34",2,2015,"LOB",25,24,6
"35",2,2015,"MC",0,0,NA
"36",2,2015,"ROB",25,24,5
"37",2,2016,"LOB",27,27,19
"38",2,2016,"MC",0,0,NA
"39",2,2016,"ROB",27,27,18
"40",2,2017,"LOB",16,16,16
"41",2,2017,"MC",0,0,NA
"42",2,2017,"ROB",16,16,16
"43",3,2011,"LOB",16,16,15
"44",3,2011,"MC",0,0,NA
"45",3,2011,"ROB",16,16,15
"46",3,2012,"LOB",26,26,24
"47",3,2012,"MC",0,0,NA
"48",3,2012,"ROB",26,26,24
"49",3,2013,"LOB",29,29,29
"50",3,2013,"MC",0,0,NA
"51",3,2013,"ROB",29,29,29
"52",3,2014,"LOB",30,29,23
"53",3,2014,"MC",0,0,NA
"54",3,2014,"ROB",30,29,23
"55",3,2015,"LOB",28,28,28
"56",3,2015,"MC",0,0,NA
"57",3,2015,"ROB",28,28,28
"58",3,2016,"LOB",25,25,11
"59",3,2016,"MC",0,0,NA
"60",3,2016,"ROB",25,25,8
"61",3,2017,"LOB",28,28,21
"62",3,2017,"MC",0,0,NA
"63",3,2017,"ROB",28,28,21
"64",4,2011,"LOB",30,25,23
"65",4,2011,"MC",0,0,NA
"66",4,2011,"ROB",30,25,22
"67",4,2012,"LOB",25,25,23
"68",4,2012,"MC",0,0,NA
"69",4,2012,"ROB",25,25,23
"70",4,2013,"LOB",30,30,30
"71",4,2013,"MC",0,0,NA
"72",4,2013,"ROB",30,30,30
"73",4,2014,"LOB",28,28,25
"74",4,2014,"MC",0,0,NA
"75",4,2014,"ROB",28,28,25
"76",4,2015,"LOB",28,28,15
"77",4,2015,"MC",0,0,NA
"78",4,2015,"ROB",28,28,10
"79",4,2016,"LOB",27,26,20
"80",4,2016,"MC",0,0,NA
"81",4,2016,"ROB",27,26,20
"82",4,2017,"LOB",29,29,11
"83",4,2017,"MC",0,0,NA
"84",4,2017,"ROB",29,29,10
"85",5,2011,"LOB",28,28,27
"86",5,2011,"MC",0,0,NA
"87",5,2011,"ROB",28,28,27
"88",5,2012,"LOB",31,31,30
"89",5,2012,"MC",0,0,NA
"90",5,2012,"ROB",31,31,30
"91",5,2013,"LOB",29,29,29
"92",5,2013,"MC",0,0,NA
"93",5,2013,"ROB",29,29,29
"94",5,2014,"LOB",31,31,25
"95",5,2014,"MC",1,0,NA
"96",5,2014,"ROB",31,31,25
"97",5,2015,"LOB",30,29,16
"98",5,2015,"MC",0,0,NA
"99",5,2015,"ROB",30,29,14
