"","Thresh","Position","Species","Life_Stage","Hydraulic","Node"
"1","Q >= newx1a","depth_cm_LOB","Steelhead","Migration","Depth","11101250"
"2","Q >= newx1a","depth_cm_MC","Steelhead","Migration","Depth","11101250"
"3","Q >= newx1a","depth_cm_ROB","Steelhead","Migration","Depth","11101250"
