"","Low","Medium","High","Position","Species","Life_Stage","Hydraulic","Node"
"1","Q > min_limit & Q <= newx1a","Q > min_limit & Q <= newx2a","Q >= newx3a[1] & Q <= newx3a[2]","vel_m_MC","SAS","Adult","Depth","F319"
"2",NA,NA,NA,"vel_m_MC","SAS","Adult","Depth","F319"
"3",NA,NA,NA,"vel_m_MC","SAS","Adult","Depth","F319"
