"","month","water_year","position","days_per_month_low","days_per_month_medium","days_per_month_high"
"1",1,2010,"LOB",0,0,31
"2",1,2010,"MC",0,31,25
"3",1,2010,"ROB",0,0,31
"4",1,2011,"LOB",0,0,31
"5",1,2011,"MC",0,31,29
"6",1,2011,"ROB",0,0,31
"7",1,2012,"LOB",0,0,31
"8",1,2012,"MC",0,31,27
"9",1,2012,"ROB",0,0,31
"10",1,2013,"LOB",0,0,31
"11",1,2013,"MC",0,31,31
"12",1,2013,"ROB",0,0,31
"13",1,2014,"LOB",0,0,31
"14",1,2014,"MC",0,31,28
"15",1,2014,"ROB",0,0,31
"16",1,2015,"LOB",0,0,29
"17",1,2015,"MC",0,29,27
"18",1,2015,"ROB",0,0,29
"19",1,2016,"LOB",0,0,26
"20",1,2016,"MC",0,26,19
"21",1,2016,"ROB",0,0,24
"22",2,2010,"LOB",0,0,24
"23",2,2010,"MC",0,24,20
"24",2,2010,"ROB",0,0,24
"25",2,2011,"LOB",0,0,29
"26",2,2011,"MC",0,29,27
"27",2,2011,"ROB",0,0,29
"28",2,2012,"LOB",0,0,28
"29",2,2012,"MC",0,28,25
"30",2,2012,"ROB",0,0,28
"31",2,2013,"LOB",0,0,28
"32",2,2013,"MC",0,27,25
"33",2,2013,"ROB",0,0,27
"34",2,2014,"LOB",0,0,28
"35",2,2014,"MC",0,28,26
"36",2,2014,"ROB",0,0,28
"37",2,2015,"LOB",0,0,29
"38",2,2015,"MC",0,29,27
"39",2,2015,"ROB",0,0,29
"40",2,2016,"LOB",0,0,27
"41",2,2016,"MC",0,27,22
"42",2,2016,"ROB",0,0,27
"43",3,2010,"LOB",0,0,30
"44",3,2010,"MC",0,30,16
"45",3,2010,"ROB",0,0,30
"46",3,2011,"LOB",0,0,30
"47",3,2011,"MC",0,30,26
"48",3,2011,"ROB",0,0,28
"49",3,2012,"LOB",0,0,30
"50",3,2012,"MC",0,30,29
"51",3,2012,"ROB",0,0,30
"52",3,2013,"LOB",0,0,31
"53",3,2013,"MC",0,31,30
"54",3,2013,"ROB",0,0,30
"55",3,2014,"LOB",0,0,31
"56",3,2014,"MC",0,31,30
"57",3,2014,"ROB",0,0,31
"58",3,2015,"LOB",0,0,30
"59",3,2015,"MC",0,30,28
"60",3,2015,"ROB",0,0,29
"61",3,2016,"LOB",0,0,31
"62",3,2016,"MC",0,31,30
"63",3,2016,"ROB",0,0,31
"64",4,2010,"LOB",0,0,30
