"","Low","Medium","High","Position","Species","Life_Stage","Hydraulic","Node"
"1","Q <= newx3a","Q <= newx2a","Q <= newx1a","shear_pa_LOB","Willow","Seedling","Shear","F57C"
"2","Q <= newx3a","Q <= newx2a","Q <= newx1a","shear_pa_MC","Willow","Seedling","Shear","F57C"
"3","Q <= newx3a","Q <= newx2a","Q <= newx1a","shear_pa_ROB","Willow","Seedling","Shear","F57C"
