"","Low","Medium","High","Position","Species","Life_Stage","Hydraulic","Node"
"1","Q >= newx1a[1] & Q <= newx1a[2]","Q >= min_limit & Q <= newx2a","Q >= newx3a[1] & Q <= newx3a[2]","depth_cm_LOB","SAS","Adult","Depth","F57C"
"2","Q >= newx1a[1] & Q <= newx1a[2]","Q >= newx2a[1] & Q <= newx2a[2]","Q >= newx3a[1] & Q <= newx3a[2]","depth_cm_MC","SAS","Adult","Depth","F57C"
"3","Q >= newx1a[1] & Q <= newx1a[2]","Q >= newx2a[1] & Q <= newx2a[2]","Q >= newx3a[1] & Q <= newx3a[2]","depth_cm_ROB","SAS","Adult","Depth","F57C"
