"","LOB","MC","ROB","Species","Life_Stage","Hydraulic","Node"
"1",NA,NA,NA,"Willow","Seedling","Shear","GLEN"
"2",NA,NA,NA,"Willow","Seedling","Shear","GLEN"
"3",NA,NA,NA,"Willow","Seedling","Shear","GLEN"
"4",NA,NA,NA,"Willow","Seedling","Shear","GLEN"
"5",922.553991079491,2938.89803388834,1625.54557083242,"Willow","Seedling","Shear","GLEN"
"6",NA,NA,NA,"Willow","Seedling","Shear","GLEN"
"7",NA,NA,NA,"Willow","Seedling","Shear","GLEN"
"8",NA,NA,NA,"Willow","Seedling","Shear","GLEN"
"9",3841.6198220544,7416.28502231228,6095.71430310041,"Willow","Seedling","Shear","GLEN"
"10",NA,NA,NA,"Willow","Seedling","Shear","GLEN"
"11",NA,NA,NA,"Willow","Seedling","Shear","GLEN"
"12",NA,NA,NA,"Willow","Seedling","Shear","GLEN"
