"","LOB","MC","ROB","Species","Life_Stage","Hydraulic","Node"
"1",0.0683905631303787,0.0683905631303787,0.0683905631303787,"SAS","Adult","Depth","F300"
"2",35384.0078125,35384.0078125,35384.0078125,"SAS","Adult","Depth","F300"
"3",NA,NA,NA,"SAS","Adult","Depth","F300"
"4",NA,NA,NA,"SAS","Adult","Depth","F300"
"5",450.234527049808,28.8755853021411,450.234527049808,"SAS","Adult","Depth","F300"
"6",2472.30219982193,250.601803866873,2472.30219982193,"SAS","Adult","Depth","F300"
"7",NA,NA,NA,"SAS","Adult","Depth","F300"
"8",NA,NA,NA,"SAS","Adult","Depth","F300"
"9",729.640241013121,51.5772868949312,729.640241013121,"SAS","Adult","Depth","F300"
"10",2042.66856332014,193.128200472053,2042.66856332014,"SAS","Adult","Depth","F300"
"11",NA,NA,NA,"SAS","Adult","Depth","F300"
"12",NA,NA,NA,"SAS","Adult","Depth","F300"
