"","Low","Medium","High","Position","Species","Life_Stage","Hydraulic","Node"
"1","Q >= newx1a","Q >= newx2a","Q >= newx3a","vel_m_LOB","SAS","Adult","Depth","11101250"
"2","Q >= newx1a","Q >= newx2a[1] & Q <= newx2a[2]","Q >= newx3a[1] & Q <= newx3a[2]","vel_m_MC","SAS","Adult","Depth","11101250"
"3","Q >= newx1a","Q >= newx2a","Q >= newx3a","vel_m_ROB","SAS","Adult","Depth","11101250"
