"","Low","Medium","High","Position","Species","Life_Stage","Hydraulic","Node"
"1","Q <= newx3a","Q <= newx2a","Q <= newx1a","shear_pa_LOB","Willow","Seedling","Shear","GLEN"
"2","Q <= newx3a","Q <= newx2a","Q <= newx1a","shear_pa_MC","Willow","Seedling","Shear","GLEN"
"3","Q <= newx3a","Q <= newx2a","Q <= newx1a","shear_pa_ROB","Willow","Seedling","Shear","GLEN"
