"","Thresh","Position","Species","Life_Stage","Hydraulic","Node"
"1","Q >= min_limit & Q <= newx2a","vel_m_MC","Steelhead","Migration_Prolonged","Velocity","LA1"
"2",NA,"vel_m_MC","Steelhead","Migration_Prolonged","Velocity","LA1"
"3",NA,"vel_m_MC","Steelhead","Migration_Prolonged","Velocity","LA1"
