"","month","water_year","position","days_per_month_low","days_per_month_medium","days_per_month_high"
"1",1,2010,"LOB",31,1,1
"2",1,2010,"ROB",31,1,1
"3",1,2010,NA,NA,NA,NA
"4",1,2011,"LOB",31,2,1
"5",1,2011,"ROB",31,2,1
"6",1,2011,NA,NA,NA,NA
"7",1,2012,"LOB",31,1,1
"8",1,2012,"ROB",31,1,1
"9",1,2012,NA,NA,NA,NA
"10",1,2013,"LOB",31,0,0
"11",1,2013,"ROB",31,0,0
"12",1,2013,NA,NA,NA,NA
"13",1,2014,"LOB",31,2,1
"14",1,2014,"ROB",31,2,1
"15",1,2014,NA,NA,NA,NA
"16",1,2015,"LOB",31,3,1
"17",1,2015,"ROB",31,4,1
"18",1,2015,NA,NA,NA,NA
"19",1,2016,"LOB",31,7,4
"20",1,2016,"ROB",31,8,5
"21",1,2016,NA,NA,NA,NA
"22",2,2010,"LOB",28,5,1
"23",2,2010,"ROB",28,5,2
"24",2,2010,NA,NA,NA,NA
"25",2,2011,"LOB",29,0,0
"26",2,2011,"ROB",29,0,0
"27",2,2011,NA,NA,NA,NA
"28",2,2012,"LOB",28,0,0
"29",2,2012,"ROB",28,0,0
"30",2,2012,NA,NA,NA,NA
"31",2,2013,"LOB",28,2,0
"32",2,2013,"ROB",28,2,0
"33",2,2013,NA,NA,NA,NA
"34",2,2014,"LOB",28,0,0
"35",2,2014,"ROB",28,0,0
"36",2,2014,NA,NA,NA,NA
"37",2,2015,"LOB",29,1,1
"38",2,2015,"ROB",29,1,1
"39",2,2015,NA,NA,NA,NA
"40",2,2016,"LOB",28,3,2
"41",2,2016,"ROB",28,3,2
"42",2,2016,NA,NA,NA,NA
"43",3,2010,"LOB",31,3,1
"44",3,2010,"ROB",31,3,1
"45",3,2010,NA,NA,NA,NA
"46",3,2011,"LOB",31,2,1
"47",3,2011,"ROB",31,2,1
"48",3,2011,NA,NA,NA,NA
"49",3,2012,"LOB",31,0,0
"50",3,2012,"ROB",31,0,0
"51",3,2012,NA,NA,NA,NA
"52",3,2013,"LOB",31,0,0
"53",3,2013,"ROB",31,0,0
"54",3,2013,NA,NA,NA,NA
"55",3,2014,"LOB",31,1,0
"56",3,2014,"ROB",31,1,0
"57",3,2014,NA,NA,NA,NA
"58",3,2015,"LOB",31,0,0
"59",3,2015,"ROB",31,0,0
"60",3,2015,NA,NA,NA,NA
"61",3,2016,"LOB",31,0,0
"62",3,2016,"ROB",31,0,0
"63",3,2016,NA,NA,NA,NA
"64",4,2010,"LOB",30,0,0
"65",4,2010,"ROB",30,0,0
"66",4,2010,NA,NA,NA,NA
"67",4,2011,"LOB",30,2,1
"68",4,2011,"ROB",30,1,1
"69",4,2011,NA,NA,NA,NA
"70",4,2012,"LOB",30,0,0
"71",4,2012,"ROB",30,0,0
"72",4,2012,NA,NA,NA,NA
"73",4,2013,"LOB",30,0,0
"74",4,2013,"ROB",30,0,0
"75",4,2013,NA,NA,NA,NA
"76",4,2014,"LOB",30,0,0
"77",4,2014,"ROB",30,0,0
"78",4,2014,NA,NA,NA,NA
"79",4,2015,"LOB",30,0,0
"80",4,2015,"ROB",30,0,0
"81",4,2015,NA,NA,NA,NA
"82",4,2016,"LOB",30,0,0
"83",4,2016,"ROB",30,0,0
"84",4,2016,NA,NA,NA,NA
"85",5,2010,"LOB",31,0,0
"86",5,2010,"ROB",31,0,0
"87",5,2010,NA,NA,NA,NA
"88",5,2011,"LOB",31,0,0
"89",5,2011,"ROB",31,0,0
"90",5,2011,NA,NA,NA,NA
"91",5,2012,"LOB",31,0,0
"92",5,2012,"ROB",31,0,0
"93",5,2012,NA,NA,NA,NA
"94",5,2013,"LOB",31,0,0
"95",5,2013,"ROB",31,0,0
"96",5,2013,NA,NA,NA,NA
"97",5,2014,"LOB",31,1,1
"98",5,2014,"ROB",31,1,1
"99",5,2014,NA,NA,NA,NA
"100",5,2015,"LOB",31,0,0
"101",5,2015,"ROB",31,0,0
"102",5,2015,NA,NA,NA,NA
"103",5,2016,"LOB",31,0,0
"104",5,2016,"ROB",31,0,0
"105",5,2016,NA,NA,NA,NA
"106",6,2010,"LOB",30,0,0
"107",6,2010,"ROB",30,0,0
"108",6,2010,NA,NA,NA,NA
